customer_id,recency,frequency,monetary,cluster,segment
DL-129252,1413,1,55,1,At-Risk
DL-129253,69,8,2396,0,Loyal Customers
DL-129254,58,6,2111,0,Loyal Customers
DL-133151,225,4,1059,2,At-Risk
DL-133152,19,9,4458,3,Champions
DL-133153,35,6,550,0,Loyal Customers
DL-133154,23,8,756,0,Loyal Customers
DL-133301,13,10,3772,3,Champions
DL-133302,205,9,2240,0,Loyal Customers
DL-133303,28,11,1230,0,Loyal Customers
DL-133304,58,4,93,2,At-Risk
DL-134951,509,5,3660,3,Champions
DL-134952,23,8,4039,3,Champions
DL-134953,56,6,1131,0,Loyal Customers
DL-134954,77,8,3265,3,Champions
DL-28651,203,2,625,2,At-Risk
DL-28652,502,1,256,1,At-Risk
DL-28653,274,4,165,2,At-Risk
DL-29251,38,2,75,2,At-Risk
DL-29252,156,5,398,2,At-Risk
DL-33151,48,3,421,2,At-Risk
DL-33152,104,3,1024,2,At-Risk
DL-33301,953,1,14,1,At-Risk
DL-33302,706,1,108,1,At-Risk
DL-33303,856,1,60,1,At-Risk
DL-34951,461,3,191,2,At-Risk
DL-34952,283,2,30,2,At-Risk
DM-129551,161,7,598,0,Loyal Customers
DM-129552,41,9,1739,0,Loyal Customers
DM-129553,266,9,1431,0,Loyal Customers
DM-129554,115,7,1126,0,Loyal Customers
DM-130151,6,10,4078,3,Champions
DM-130152,6,10,2385,0,Loyal Customers
DM-130153,97,3,211,2,At-Risk
DM-130154,58,7,1669,0,Loyal Customers
DM-133451,91,7,3747,3,Champions
DM-133452,3,8,2439,0,Loyal Customers
DM-133453,569,4,1290,1,At-Risk
DM-133454,23,8,3413,3,Champions
DM-135251,324,6,1670,0,Loyal Customers
DM-135252,59,4,3044,0,Loyal Customers
DM-135253,36,6,1190,0,Loyal Customers
DM-135254,482,3,799,1,At-Risk
DM-29551,651,3,388,1,At-Risk
DM-29552,709,1,66,1,At-Risk
DM-29553,13,5,391,2,At-Risk
DM-30151,3,3,33,2,At-Risk
DM-30152,31,3,182,2,At-Risk
DM-33451,146,3,143,2,At-Risk
DM-33452,462,3,3597,3,Champions
DM-35251,1151,1,84,1,At-Risk
DM-35252,324,2,868,2,At-Risk
DM-35253,322,3,108,2,At-Risk
DN-136901,20,6,2031,0,Loyal Customers
DN-136902,42,5,1249,2,At-Risk
DN-136903,266,6,3782,3,Champions
DN-136904,218,7,1852,0,Loyal Customers
DN-36901,13,3,265,2,At-Risk
DN-36902,435,1,71,1,At-Risk
DN-36903,594,1,50,1,At-Risk
DO-134351,162,8,5742,3,Champions
DO-134352,288,3,531,2,At-Risk
DO-134353,65,12,1444,0,Loyal Customers
DO-134354,134,9,1033,0,Loyal Customers
DO-136451,380,6,3027,0,Loyal Customers
DO-136452,107,6,962,0,Loyal Customers
DO-136453,231,6,1174,0,Loyal Customers
DO-136454,27,7,862,0,Loyal Customers
DO-34351,37,5,337,2,At-Risk
DO-34352,72,5,373,2,At-Risk
DO-36451,169,2,246,2,At-Risk
DO-36452,129,1,829,2,At-Risk
DO-36453,42,2,326,2,At-Risk
DP-130001,62,7,3143,3,Champions
DP-130002,90,10,3539,3,Champions
DP-130003,395,5,110,2,At-Risk
DP-130004,127,9,693,0,Loyal Customers
DP-131051,99,6,4978,3,Champions
DP-131052,133,2,55,2,At-Risk
DP-131053,65,9,2538,0,Loyal Customers
DP-131054,7,8,1122,0,Loyal Customers
DP-131651,359,7,6461,3,Champions
DP-131652,57,9,2498,0,Loyal Customers
DP-131653,8,7,985,0,Loyal Customers
DP-131654,813,2,128,1,At-Risk
DP-133901,134,7,889,0,Loyal Customers
DP-133902,1,6,1388,0,Loyal Customers
DP-133903,246,5,1043,2,At-Risk
DP-133904,359,9,854,0,Loyal Customers
DP-30001,49,5,599,2,At-Risk
DP-30002,1193,1,30,1,At-Risk
DP-30003,15,4,82,2,At-Risk
DP-31051,65,4,226,2,At-Risk
DP-31052,177,2,192,2,At-Risk
DP-31651,8,5,448,2,At-Risk
DP-31652,1105,1,153,1,At-Risk
DP-33901,1255,2,129,1,At-Risk
DP-33902,101,1,91,2,At-Risk
DP-33903,13,3,86,2,At-Risk
DR-128801,30,7,1909,0,Loyal Customers
DR-128802,197,7,1605,0,Loyal Customers
DR-128803,7,9,789,0,Loyal Customers
DR-128804,4,9,2370,0,Loyal Customers
DR-129401,76,11,9357,3,Champions
DR-129402,28,7,2803,0,Loyal Customers
DR-129403,49,7,364,0,Loyal Customers
DR-129404,51,8,1559,0,Loyal Customers
DR-28801,266,5,392,2,At-Risk
DR-28802,5,3,72,2,At-Risk
DR-29401,40,6,1535,0,Loyal Customers
DR-29402,305,2,74,2,At-Risk
DS-130301,136,6,1725,0,Loyal Customers
DS-130302,278,6,665,2,At-Risk
DS-130303,153,10,3325,3,Champions
DS-130304,94,4,566,2,At-Risk
DS-131801,119,4,2406,2,At-Risk
DS-131802,119,5,526,2,At-Risk
DS-131803,15,13,1108,0,Loyal Customers
DS-131804,24,9,1102,0,Loyal Customers
DS-30301,49,2,691,2,At-Risk
DS-30302,185,4,842,2,At-Risk
DS-31801,324,1,46,2,At-Risk
DS-31802,72,1,7,2,At-Risk
DV-130451,41,5,3188,0,Loyal Customers
DV-130452,97,6,476,2,At-Risk
DV-130453,122,8,2415,0,Loyal Customers
DV-130454,20,5,950,2,At-Risk
DV-134651,195,5,1508,2,At-Risk
DV-134652,409,2,131,2,At-Risk
DV-134653,191,7,650,0,Loyal Customers
DV-134654,30,6,613,0,Loyal Customers
DV-30451,631,3,98,1,At-Risk
DV-30452,34,10,2189,0,Loyal Customers
DV-34651,27,2,112,2,At-Risk
DV-34652,14,3,628,2,At-Risk
DW-131951,7,13,4629,3,Champions
DW-131952,28,3,435,2,At-Risk
DW-131953,90,4,395,2,At-Risk
DW-131954,70,6,880,0,Loyal Customers
DW-134801,66,7,617,0,Loyal Customers
DW-134802,185,4,1109,2,At-Risk
DW-134803,213,7,541,0,Loyal Customers
DW-134804,218,5,2285,0,Loyal Customers
DW-135401,13,4,3299,3,Champions
DW-135402,34,5,877,2,At-Risk
DW-135403,95,6,807,0,Loyal Customers
DW-135404,99,5,297,2,At-Risk
DW-135851,6,11,879,0,Loyal Customers
DW-135852,13,8,929,0,Loyal Customers
DW-135853,83,11,1476,0,Loyal Customers
DW-135854,243,7,1090,0,Loyal Customers
DW-31951,1148,1,55,1,At-Risk
DW-31952,1064,3,73,1,At-Risk
DW-34801,168,4,297,2,At-Risk
DW-34802,495,2,199,1,At-Risk
DW-34803,56,6,2095,0,Loyal Customers
DW-35401,55,1,16,2,At-Risk
DW-35402,1196,1,409,1,At-Risk
DW-35403,920,2,535,1,At-Risk
DW-35851,29,3,405,2,At-Risk
DW-35852,148,1,27,2,At-Risk
Dl-136001,6,8,3366,3,Champions
Dl-136002,161,6,629,2,At-Risk
Dl-136003,86,1,11,2,At-Risk
Dl-136004,120,5,740,2,At-Risk
Dl-36001,190,6,451,2,At-Risk
Dl-36002,112,4,1277,2,At-Risk
Dp-132401,252,6,2261,0,Loyal Customers
Dp-132402,91,2,128,2,At-Risk
Dp-132403,19,9,1530,0,Loyal Customers
Dp-132404,85,11,3047,3,Champions
Dp-32401,470,4,328,2,At-Risk
Dp-32402,26,2,124,2,At-Risk
Dp-32403,1170,1,98,1,At-Risk
EA-140351,94,6,911,0,Loyal Customers
EA-140352,579,3,1024,1,At-Risk
EA-140353,192,9,789,0,Loyal Customers
EA-140354,153,13,2176,0,Loyal Customers
EA-40351,166,3,131,2,At-Risk
EB-137051,76,8,868,0,Loyal Customers
EB-137052,710,6,1444,1,At-Risk
EB-137053,265,7,2630,0,Loyal Customers
EB-137054,49,9,2378,0,Loyal Customers
EB-137501,363,2,944,2,At-Risk
EB-137502,33,5,685,2,At-Risk
EB-137503,91,3,187,2,At-Risk
EB-137504,36,10,2618,0,Loyal Customers
EB-138401,442,5,1590,2,At-Risk
EB-138402,3,10,1916,0,Loyal Customers
EB-138403,196,5,728,2,At-Risk
EB-138404,91,5,3807,3,Champions
EB-138701,16,4,919,2,At-Risk
EB-138702,18,4,683,2,At-Risk
EB-138703,73,1,44,2,At-Risk
EB-138704,101,10,2646,0,Loyal Customers
EB-139301,20,8,2533,0,Loyal Customers
EB-139302,76,3,2180,2,At-Risk
EB-139303,598,2,557,1,At-Risk
EB-139304,162,5,745,2,At-Risk
EB-139751,20,9,897,0,Loyal Customers
EB-139752,143,6,291,2,At-Risk
EB-139753,1,13,1230,0,Loyal Customers
EB-139754,1,4,1602,2,At-Risk
EB-141101,282,5,2090,0,Loyal Customers
EB-141102,54,10,4798,3,Champions
EB-141103,36,3,254,2,At-Risk
EB-141104,114,6,1301,0,Loyal Customers
EB-141701,132,6,725,0,Loyal Customers
EB-141702,358,1,31,2,At-Risk
EB-141703,20,10,1544,0,Loyal Customers
EB-141704,83,6,1177,0,Loyal Customers
EB-37051,399,2,455,2,At-Risk
EB-37052,1324,1,123,1,At-Risk
EB-37501,1135,1,114,1,At-Risk
EB-37502,185,5,468,2,At-Risk
EB-38401,619,1,9,1,At-Risk
EB-38402,1260,1,50,1,At-Risk
EB-38403,44,4,89,2,At-Risk
EB-38701,602,3,82,1,At-Risk
EB-38702,498,2,101,1,At-Risk
EB-39301,31,4,1349,2,At-Risk
EB-39302,8,5,509,2,At-Risk
EB-39751,781,4,2058,1,At-Risk
EB-39752,36,5,476,2,At-Risk
EB-41101,58,5,168,2,At-Risk
EB-41102,21,5,641,2,At-Risk
EB-41701,55,4,480,2,At-Risk
EB-41702,705,2,396,1,At-Risk
EC-140501,112,7,2664,0,Loyal Customers
EC-140502,244,3,231,2,At-Risk
EC-140503,771,4,117,1,At-Risk
EC-140504,54,5,175,2,At-Risk
EC-40501,163,3,68,2,At-Risk
EC-40502,210,4,127,2,At-Risk
ED-138851,80,7,3544,3,Champions
ED-138852,16,8,826,0,Loyal Customers
ED-138853,45,8,1728,0,Loyal Customers
ED-138854,136,8,3324,3,Champions
ED-38851,756,2,72,1,At-Risk
ED-38852,624,1,15,1,At-Risk
ED-38853,57,5,134,2,At-Risk
EG-139001,84,4,2206,2,At-Risk
EG-139002,142,7,3985,3,Champions
EG-139003,37,5,678,2,At-Risk
EG-139004,23,5,673,2,At-Risk
EG-39001,90,6,1273,0,Loyal Customers
EG-39002,52,5,372,2,At-Risk
EH-137651,3,8,2107,0,Loyal Customers
EH-137652,174,5,1580,2,At-Risk
EH-137653,19,4,268,2,At-Risk
EH-137654,136,12,6066,3,Champions
EH-139451,121,5,392,2,At-Risk
EH-139452,191,4,1927,2,At-Risk
EH-139453,58,10,1551,0,Loyal Customers
EH-139454,218,8,303,0,Loyal Customers
EH-139901,45,9,3496,3,Champions
EH-139902,103,4,368,2,At-Risk
EH-139903,68,7,605,0,Loyal Customers
EH-139904,406,6,770,2,At-Risk
EH-140051,73,9,1454,0,Loyal Customers
EH-140052,15,4,1885,2,At-Risk
EH-140053,29,8,2237,0,Loyal Customers
EH-140054,3,7,856,0,Loyal Customers
EH-141251,103,8,3377,3,Champions
EH-141252,125,8,1484,0,Loyal Customers
EH-141253,230,5,817,2,At-Risk
EH-141254,153,10,2277,0,Loyal Customers
EH-141851,272,9,3921,3,Champions
EH-141852,224,6,3059,0,Loyal Customers
EH-141853,68,8,1079,0,Loyal Customers
EH-141854,106,6,839,0,Loyal Customers
EH-37651,129,8,513,0,Loyal Customers
EH-37652,1120,1,384,1,At-Risk
EH-39451,112,3,636,2,At-Risk
EH-39452,1351,1,49,1,At-Risk
EH-39453,486,5,1007,2,At-Risk
EH-39901,721,5,254,1,At-Risk
EH-39902,34,1,37,2,At-Risk
EH-40051,197,4,697,2,At-Risk
EH-40052,197,3,74,2,At-Risk
EH-41251,23,7,668,0,Loyal Customers
EH-41252,70,6,2643,0,Loyal Customers
EH-41851,129,5,266,2,At-Risk
EH-41852,122,3,1656,2,At-Risk
EJ-137201,50,6,1626,0,Loyal Customers
EJ-137202,183,4,405,2,At-Risk
EJ-137203,121,8,1612,0,Loyal Customers
EJ-137204,303,4,1565,2,At-Risk
EJ-141551,28,7,1257,0,Loyal Customers
EJ-141552,49,6,1290,0,Loyal Customers
EJ-141553,600,5,1138,1,At-Risk
EJ-141554,58,5,2042,0,Loyal Customers
EJ-37201,213,5,1175,2,At-Risk
EJ-37202,157,3,237,2,At-Risk
EJ-41551,23,3,467,2,At-Risk
EJ-41552,141,2,163,2,At-Risk
EK-137951,114,6,1103,0,Loyal Customers
EK-137952,93,5,731,2,At-Risk
EK-137953,220,2,432,2,At-Risk
EK-137954,45,4,1302,2,At-Risk
EK-37951,394,2,44,2,At-Risk
EK-37952,213,4,478,2,At-Risk
EL-137351,293,6,3927,3,Champions
EL-137352,146,6,653,2,At-Risk
EL-137353,54,9,1302,0,Loyal Customers
EL-137354,78,2,125,2,At-Risk
EL-37351,27,6,1264,0,Loyal Customers
EL-37352,202,5,475,2,At-Risk
EM-138101,273,5,3473,3,Champions
EM-138102,79,5,1233,2,At-Risk
EM-138103,104,8,1448,0,Loyal Customers
EM-138104,133,5,1583,2,At-Risk
EM-138251,351,5,2271,0,Loyal Customers
EM-138252,283,6,1527,0,Loyal Customers
EM-138253,138,7,2860,0,Loyal Customers
EM-138254,56,8,1572,0,Loyal Customers
EM-139601,3,16,8414,3,Champions
EM-139602,17,10,2660,0,Loyal Customers
EM-139603,303,6,825,2,At-Risk
EM-139604,152,5,825,2,At-Risk
EM-140651,17,5,1511,0,Loyal Customers
EM-140652,180,2,163,2,At-Risk
EM-140653,210,6,349,2,At-Risk
EM-140654,48,4,58,2,At-Risk
EM-140951,194,4,1657,2,At-Risk
EM-140952,290,6,1237,0,Loyal Customers
EM-140953,9,3,1324,2,At-Risk
EM-140954,114,4,431,2,At-Risk
EM-141401,176,9,1177,0,Loyal Customers
EM-141402,429,6,660,2,At-Risk
EM-141403,25,9,2480,0,Loyal Customers
EM-141404,49,6,2035,0,Loyal Customers
EM-142001,120,7,3684,3,Champions
EM-142002,87,5,254,2,At-Risk
EM-142003,42,8,360,0,Loyal Customers
EM-142004,159,3,314,2,At-Risk
EM-38101,59,4,100,2,At-Risk
EM-38102,318,2,200,2,At-Risk
EM-38251,967,2,41,1,At-Risk
EM-38252,938,1,13,1,At-Risk
EM-38253,483,3,68,1,At-Risk
EM-39601,195,4,122,2,At-Risk
EM-39602,946,1,100,1,At-Risk
EM-39603,239,3,944,2,At-Risk
EM-40651,150,4,113,2,At-Risk
EM-40652,1239,1,110,1,At-Risk
EM-40653,53,4,244,2,At-Risk
EM-40951,589,3,143,1,At-Risk
EM-40952,878,1,193,1,At-Risk
EM-40953,132,5,408,2,At-Risk
EM-41401,578,4,186,1,At-Risk
EM-41402,94,2,147,2,At-Risk
EM-42001,152,2,75,2,At-Risk
EM-42002,152,2,166,2,At-Risk
EN-137801,15,5,1084,2,At-Risk
EN-137802,145,5,1100,2,At-Risk
EN-137803,31,6,613,0,Loyal Customers
EN-137804,288,4,283,2,At-Risk
EN-37801,365,4,179,2,At-Risk
EN-37802,206,4,291,2,At-Risk
EP-139151,223,10,4563,3,Champions
EP-139152,106,5,1091,2,At-Risk
EP-139153,582,1,1686,1,At-Risk
EP-139154,13,17,2665,3,Champions
EP-39151,76,2,130,2,At-Risk
EP-39152,1284,1,132,1,At-Risk
ER-138551,297,5,1831,2,At-Risk
ER-138552,70,4,6717,3,Champions
ER-138553,134,7,1297,0,Loyal Customers
ER-138554,422,3,1015,2,At-Risk
ER-38551,54,2,63,2,At-Risk
ER-38552,113,5,1222,2,At-Risk
ES-140201,66,9,1039,0,Loyal Customers
ES-140202,1,11,1393,0,Loyal Customers
ES-140203,77,7,870,0,Loyal Customers
ES-140204,41,5,762,2,At-Risk
ES-140801,636,5,2563,1,At-Risk
ES-140802,188,5,824,2,At-Risk
ES-140803,368,5,473,2,At-Risk
ES-140804,29,9,3420,3,Champions
ES-40201,29,2,72,2,At-Risk
ES-40202,426,1,735,2,At-Risk
ES-40203,345,4,702,2,At-Risk
ES-40801,146,6,794,0,Loyal Customers
ES-40802,276,3,170,2,At-Risk
FA-142301,23,5,1632,0,Loyal Customers
FA-142302,147,12,5380,3,Champions
FA-142303,39,5,990,2,At-Risk
FA-142304,98,7,1014,0,Loyal Customers
FA-42301,185,5,172,2,At-Risk
FA-42302,342,1,643,2,At-Risk
FC-142451,43,8,2894,0,Loyal Customers
FC-142452,462,4,752,2,At-Risk
FC-142453,199,4,179,2,At-Risk
FC-142454,71,7,2140,0,Loyal Customers
FC-143351,148,6,666,2,At-Risk
FC-143352,185,4,592,2,At-Risk
FC-143353,108,6,663,2,At-Risk
FC-143354,185,7,2143,0,Loyal Customers
FC-42451,492,3,946,1,At-Risk
FC-42452,584,3,297,1,At-Risk
FC-43351,1233,1,73,1,At-Risk
FC-43352,111,3,133,2,At-Risk
FG-142601,210,5,1199,2,At-Risk
FG-142602,92,4,943,2,At-Risk
FG-142603,52,2,144,2,At-Risk
FG-142604,35,7,739,0,Loyal Customers
FG-42601,111,3,58,2,At-Risk
FG-42602,156,1,26,2,At-Risk
FG-42603,476,5,197,2,At-Risk
FH-142751,379,2,4692,3,Champions
FH-142752,104,6,1322,0,Loyal Customers
FH-142753,5,5,373,2,At-Risk
FH-142754,38,10,1547,0,Loyal Customers
FH-143501,49,3,742,2,At-Risk
FH-143502,2,8,3031,3,Champions
FH-143503,115,5,1344,2,At-Risk
FH-143504,213,4,216,2,At-Risk
FH-143651,100,7,2780,0,Loyal Customers
FH-143652,2,8,1009,0,Loyal Customers
FH-143653,43,7,529,0,Loyal Customers
FH-143654,6,8,2323,0,Loyal Customers
FH-42751,237,2,34,2,At-Risk
FH-42752,135,3,79,2,At-Risk
FH-43501,15,2,45,2,At-Risk
FH-43502,1156,1,65,1,At-Risk
FH-43651,367,1,130,2,At-Risk
FH-43652,167,8,2412,0,Loyal Customers
FM-142151,219,7,2973,0,Loyal Customers
FM-142152,99,7,4289,3,Champions
FM-142153,255,7,1408,0,Loyal Customers
FM-142154,8,10,1780,0,Loyal Customers
FM-142901,106,7,2651,0,Loyal Customers
FM-142902,793,3,129,1,At-Risk
FM-142903,81,11,1624,0,Loyal Customers
FM-142904,37,9,1815,0,Loyal Customers
FM-143801,239,5,1829,0,Loyal Customers
FM-143802,490,4,317,2,At-Risk
FM-143803,479,3,439,1,At-Risk
FM-143804,146,9,1716,0,Loyal Customers
FM-42151,469,2,361,1,At-Risk
FM-42152,97,4,685,2,At-Risk
FM-42901,152,4,147,2,At-Risk
FM-42902,3,4,1052,2,At-Risk
FM-43801,217,1,30,2,At-Risk
FM-43802,2,5,550,2,At-Risk
FO-143051,79,7,1556,0,Loyal Customers
FO-143052,28,13,3700,3,Champions
FO-143053,23,7,612,0,Loyal Customers
FO-143054,39,10,2461,0,Loyal Customers
FO-43051,293,3,140,2,At-Risk
FO-43052,52,7,1385,0,Loyal Customers
FP-143201,145,8,3074,3,Champions
FP-143202,211,5,478,2,At-Risk
FP-143203,30,8,592,0,Loyal Customers
FP-143204,24,8,2223,0,Loyal Customers
FP-43201,35,2,161,2,At-Risk
FP-43202,28,3,656,2,At-Risk
FW-143951,138,6,1377,0,Loyal Customers
FW-143952,301,5,2605,0,Loyal Customers
FW-143953,64,12,1574,0,Loyal Customers
FW-143954,363,3,81,2,At-Risk
FW-43951,692,3,403,1,At-Risk
FW-43952,1,5,503,2,At-Risk
GA-145151,540,2,2617,1,At-Risk
GA-145152,23,6,736,0,Loyal Customers
GA-145153,429,8,1082,0,Loyal Customers
GA-145154,150,8,2574,0,Loyal Customers
GA-147251,3,7,1239,0,Loyal Customers
GA-147252,80,3,126,2,At-Risk
GA-147253,338,3,64,2,At-Risk
GA-147254,6,11,625,0,Loyal Customers
GA-45151,36,3,135,2,At-Risk
GA-45152,118,4,1046,2,At-Risk
GA-47251,71,4,689,2,At-Risk
GB-145301,34,7,7997,3,Champions
GB-145302,251,3,138,2,At-Risk
GB-145303,295,4,155,2,At-Risk
GB-145304,63,11,1019,0,Loyal Customers
GB-145751,156,5,561,2,At-Risk
GB-145752,86,7,566,0,Loyal Customers
GB-145753,71,7,1951,0,Loyal Customers
GB-145754,14,5,895,2,At-Risk
GB-45301,209,2,46,2,At-Risk
GB-45302,114,1,21,2,At-Risk
GB-45303,171,2,101,2,At-Risk
GB-45751,210,4,222,2,At-Risk
GB-45752,919,2,264,1,At-Risk
GD-145901,13,9,2853,0,Loyal Customers
GD-145902,344,9,3632,3,Champions
GD-145903,371,7,2627,0,Loyal Customers
GD-145904,6,4,1845,2,At-Risk
GD-45901,387,1,39,2,At-Risk
GD-45902,353,3,482,2,At-Risk
GG-146501,78,5,760,2,At-Risk
GG-146502,34,10,1409,0,Loyal Customers
GG-146503,353,4,707,2,At-Risk
GG-146504,44,9,440,0,Loyal Customers
GG-46501,313,1,26,2,At-Risk
GG-46502,104,4,628,2,At-Risk
GH-144101,62,4,1139,2,At-Risk
GH-144102,21,13,1626,0,Loyal Customers
GH-144103,91,10,2505,0,Loyal Customers
GH-144104,76,9,1534,0,Loyal Customers
GH-144251,101,9,4107,3,Champions
GH-144252,20,11,2715,0,Loyal Customers
GH-144253,19,7,413,0,Loyal Customers
GH-144254,51,4,349,2,At-Risk
GH-144851,290,5,849,2,At-Risk
GH-144852,52,9,2360,0,Loyal Customers
GH-144853,205,5,136,2,At-Risk
GH-144854,388,2,264,2,At-Risk
GH-146651,68,13,4170,3,Champions
GH-146652,6,8,1640,0,Loyal Customers
GH-146653,36,6,1032,0,Loyal Customers
GH-146654,3,2,120,2,At-Risk
GH-44101,298,4,956,2,At-Risk
GH-44102,477,5,582,2,At-Risk
GH-44251,84,7,1177,0,Loyal Customers
GH-44252,847,1,127,1,At-Risk
GH-44253,22,2,634,2,At-Risk
GH-44851,86,3,334,2,At-Risk
GH-44852,379,1,308,2,At-Risk
GH-46651,493,4,170,1,At-Risk
GH-46652,2,1,20,2,At-Risk
GH-46653,19,4,463,2,At-Risk
GK-146201,13,5,1407,0,Loyal Customers
GK-146202,80,5,2506,0,Loyal Customers
GK-146203,381,5,2662,0,Loyal Customers
GK-146204,113,9,3143,3,Champions
GK-46201,629,3,318,1,At-Risk
GK-46202,101,1,116,2,At-Risk
GM-144401,238,9,4889,3,Champions
GM-144402,20,6,1715,0,Loyal Customers
GM-144403,105,4,316,2,At-Risk
GM-144404,84,7,2661,0,Loyal Customers
GM-144551,36,6,1679,0,Loyal Customers
GM-144552,366,3,725,2,At-Risk
GM-144553,101,2,281,2,At-Risk
GM-144554,17,6,1465,0,Loyal Customers
GM-145001,190,3,1161,2,At-Risk
GM-145002,505,3,286,1,At-Risk
GM-145003,234,7,1017,0,Loyal Customers
GM-145004,107,10,506,0,Loyal Customers
GM-146801,2,12,2403,0,Loyal Customers
GM-146802,8,5,2308,0,Loyal Customers
GM-146803,6,8,750,0,Loyal Customers
GM-146804,153,6,1400,0,Loyal Customers
GM-146951,111,4,409,2,At-Risk
GM-146952,197,5,434,2,At-Risk
GM-146953,48,7,525,0,Loyal Customers
GM-146954,118,3,1357,2,At-Risk
GM-44401,2,5,353,2,At-Risk
GM-44402,133,3,140,2,At-Risk
GM-44551,214,2,180,2,At-Risk
GM-44552,209,2,259,2,At-Risk
GM-45001,105,3,1600,2,At-Risk
GM-45002,372,2,294,2,At-Risk
GM-46801,1076,1,30,1,At-Risk
GM-46802,73,5,162,2,At-Risk
GM-46951,260,3,423,2,At-Risk
GM-46952,223,4,152,2,At-Risk
GP-147401,57,5,633,2,At-Risk
GP-147402,9,9,2787,0,Loyal Customers
GP-147403,2,9,1215,0,Loyal Customers
GP-147404,766,2,106,1,At-Risk
GP-47401,691,4,1808,1,At-Risk
GP-47402,152,4,442,2,At-Risk
GR-145601,56,9,1670,0,Loyal Customers
GR-145602,50,6,1436,0,Loyal Customers
GR-145603,68,7,417,0,Loyal Customers
GR-145604,1137,2,226,1,At-Risk
GR-45601,154,4,4362,3,Champions
GR-45602,211,2,155,2,At-Risk
GT-146351,287,5,2095,0,Loyal Customers
GT-146352,66,8,742,0,Loyal Customers
GT-146353,57,4,948,2,At-Risk
GT-146354,57,3,8042,3,Champions
GT-147101,41,7,4746,3,Champions
GT-147102,70,6,3111,0,Loyal Customers
GT-147103,9,6,1639,0,Loyal Customers
GT-147104,37,11,5568,3,Champions
GT-147551,43,7,596,0,Loyal Customers
GT-147552,69,8,1210,0,Loyal Customers
GT-147553,127,4,370,2,At-Risk
GT-147554,35,4,134,2,At-Risk
GT-46351,10,5,737,2,At-Risk
GT-46352,548,2,32,1,At-Risk
GT-47101,56,2,41,2,At-Risk
GT-47102,559,2,194,1,At-Risk
GT-47551,21,2,1142,2,At-Risk
GT-47552,721,1,249,1,At-Risk
GT-47553,1,5,244,2,At-Risk
GW-146051,105,9,2032,0,Loyal Customers
GW-146052,19,6,411,2,At-Risk
GW-146053,456,3,1376,2,At-Risk
GW-146054,29,7,1735,0,Loyal Customers
GW-46051,475,5,381,2,At-Risk
GW-46052,15,3,774,2,At-Risk
GZ-144701,149,8,1419,0,Loyal Customers
GZ-144702,8,8,1620,0,Loyal Customers
GZ-144703,22,10,1832,0,Loyal Customers
GZ-144704,8,9,1811,0,Loyal Customers
GZ-145451,276,8,1554,0,Loyal Customers
GZ-145452,141,5,625,2,At-Risk
GZ-145453,77,7,1409,0,Loyal Customers
GZ-145454,158,4,2092,2,At-Risk
GZ-44701,148,2,386,2,At-Risk
GZ-44702,1358,1,8,1,At-Risk
GZ-44703,279,5,615,2,At-Risk
GZ-45451,406,1,88,2,At-Risk
GZ-45452,234,1,22,2,At-Risk
GZ-45453,31,4,273,2,At-Risk
HA-149051,83,6,2327,0,Loyal Customers
HA-149052,106,5,2187,0,Loyal Customers
HA-149053,79,6,932,0,Loyal Customers
HA-149054,70,7,1380,0,Loyal Customers
HA-149201,42,8,971,0,Loyal Customers
HA-149202,152,6,689,2,At-Risk
HA-149203,31,3,175,2,At-Risk
HA-149204,21,8,1612,0,Loyal Customers
HA-49051,468,1,146,1,At-Risk
HA-49052,14,3,253,2,At-Risk
HA-49201,497,2,76,1,At-Risk
HA-49202,91,4,505,2,At-Risk
HD-147851,43,7,3789,3,Champions
HD-147852,99,6,3041,0,Loyal Customers
HD-147853,100,13,911,0,Loyal Customers
HD-147854,770,3,140,1,At-Risk
HD-47851,107,6,314,2,At-Risk
HD-47852,258,1,14,2,At-Risk
HE-148001,7,5,249,2,At-Risk
HE-148002,13,6,476,0,Loyal Customers
HE-148003,462,12,1072,0,Loyal Customers
HE-148004,13,4,542,2,At-Risk
HE-48001,62,3,78,2,At-Risk
HE-48002,37,5,700,2,At-Risk
HF-149951,458,6,865,2,At-Risk
HF-149952,84,8,1798,0,Loyal Customers
HF-149953,15,7,858,0,Loyal Customers
HF-149954,22,7,1567,0,Loyal Customers
HF-49951,391,3,659,2,At-Risk
HF-49952,482,5,515,2,At-Risk
HG-148451,13,13,1379,0,Loyal Customers
HG-148452,43,6,291,2,At-Risk
HG-148453,110,6,1526,0,Loyal Customers
HG-148454,55,5,114,2,At-Risk
HG-149651,62,14,7726,3,Champions
HG-149652,280,5,580,2,At-Risk
HG-149653,384,3,276,2,At-Risk
HG-149654,24,12,2355,0,Loyal Customers
HG-150251,91,9,5123,3,Champions
HG-150252,344,6,989,2,At-Risk
HG-150253,7,7,1017,0,Loyal Customers
HG-150254,7,7,1524,0,Loyal Customers
HG-48451,176,6,575,2,At-Risk
HG-48452,142,3,588,2,At-Risk
HG-49651,225,3,83,2,At-Risk
HG-49652,100,1,17,2,At-Risk
HG-49653,737,1,6,1,At-Risk
HG-50251,24,4,83,2,At-Risk
HG-50252,474,3,380,2,At-Risk
HH-150101,149,8,1250,0,Loyal Customers
HH-150102,55,6,1210,0,Loyal Customers
