"customer_id","first_purchase_year"
"SJ-102152",2012
"MH-81151",2012
"LC-69602",2011
"CM-123851",2011
"AS-106301",2012
"JL-151304",2011
"RM-197501",2011
"DK-128354",2011
"RC-198252",2011
"CM-127151",2011
"CB-20251",2013
"EB-138701",2011
"MB-180853",2011
"DW-35401",2014
"JM-52652",2014
"CM-118153",2012
"HD-147851",2011
"BC-111252",2011
"JR-57002",2011
"BF-112754",2011
"SO-203352",2011
"MC-175903",2012
"CS-121304",2011
"LS-72452",2011
"JH-154301",2012
"AM-103601",2011
"VM-218353",2011
"JK-160903",2011
"MB-73051",2011
"SC-208001",2011
"DL-33301",2012
"IM-150703",2011
"CK-125952",2011
"JO-55502",2012
"RH-195553",2011
"DB-133602",2012
"BS-113653",2012
"NZ-185651",2011
"HD-47851",2012
"FH-142751",2012
"PA-90601",2011
"CA-120554",2012
"VG-218054",2011
"CM-118151",2011
"DS-131804",2011
"RB-197053",2012
"LH-167502",2013
"BP-112303",2011
"VM-216853",2011
"BS-117554",2011
"RD-95851",2012
"JC-161051",2012
"MG-76501",2013
"ST-105301",2011
"RR-95252",2012
"KB-164054",2012
"HA-149051",2011
"BD-115003",2011
"NM-184454",2011
"AA-103752",2012
"HM-149804",2012
"PF-91652",2011
"JC-161052",2011
"CC-26701",2011
"PC-90001",2012
"SH-203953",2011
"IG-150852",2012
"RD-199301",2011
"GM-46802",2012
"CK-23252",2011
"PO-191802",2012
"NS-86401",2012
"GH-144854",2012
"BS-117551",2011
"KD-164953",2011
"TB-212504",2011
"NC-186253",2012
"ML-177552",2011
"JS-59401",2013
"GM-44551",2013
"GH-144853",2012
"BG-110354",2011
"JL-52351",2012
"SC-202304",2013
"AB-2552",2014
"NB-86552",2011
"DB-130603",2012
"JC-153401",2011
"MG-78751",2013
"CV-122951",2012
"SH-203954",2011
"GM-146803",2011
"JK-153703",2012
"GA-145151",2011
"JM-156551",2011
"BF-10202",2014
"PH-187901",2011
"SK-199904",2013
"MD-173502",2013
"CK-123253",2011
"ME-177254",2011
"GR-145602",2012
"BT-113051",2013
"AF-8701",2011
"HA-149201",2011
"AH-6902",2012
"ME-173202",2011
"KW-165703",2011
"DJ-135104",2011
"RH-195103",2012
"DR-29401",2011
"NH-186104",2011
"MC-178451",2011
"DM-129552",2011
"AP-109153",2012
"MD-178604",2011
"SZ-100351",2012
"ES-140201",2011
"RS-198702",2011
"HR-147704",2011
"VP-217604",2011
"ML-80401",2012
"BF-11702",2012
"DO-36453",2014
"RH-96002",2012
"AH-4652",2011
"CL-118904",2011
"KW-165704",2011
"CS-124602",2012
"BN-115154",2011
"TB-211904",2011
"LH-67501",2012
"DB-134053",2011
"NP-186851",2012
"FW-143953",2011
"BS-115901",2011
"RF-193451",2011
"AB-100152",2011
"BG-116952",2013
"AM-7051",2012
"VP-117301",2012
"CD-127904",2011
"CM-124453",2011
"DK-33751",2011
"NW-84002",2013
"JE-161654",2013
"AD-1801",2014
"SC-208004",2012
"NC-183404",2011
"JR-57001",2013
"RM-96751",2014
"XP-218653",2011
"BW-111101",2011
"SJ-202152",2011
"DW-34801",2011
"MB-173051",2012
"RB-194351",2011
"CS-121753",2013
"TB-214003",2011
"RB-193302",2011
"MM-180551",2014
"AR-8251",2012
"GH-144103",2011
"HA-149203",2013
"JM-52502",2011
"ML-182654",2012
"DL-129252",2011
"DL-33303",2012
"BB-9901",2013
"LW-168252",2012
"RD-195854",2011
"MP-181752",2011
"TS-215054",2011
"EH-37652",2011
"MM-172604",2011
"TS-116552",2012
"HR-47701",2011
"AP-9152",2012
"GM-46801",2012
"NP-183254",2011
"BS-116653",2011
"BF-10803",2013
"CR-126253",2011
"FA-142303",2011
"AC-106151",2011
"KF-62852",2013
"PH-87901",2011
"CM-126554",2012
"KB-66002",2012
"FW-43952",2011
"SP-208604",2011
"EB-139754",2013
"AS-102253",2012
"JP-55203",2014
"DM-30152",2013
"SF-102001",2011
"JF-153552",2011
"TT-212201",2012
"RP-192701",2011
"JR-157003",2011
"CC-123704",2013
"CC-123702",2011
"TH-211154",2011
"KN-67052",2011
"SH-203952",2011
"TC-112953",2013
"AZ-107503",2011
"PM-191352",2011
"LD-168551",2011
"KM-167201",2011
"MP-181751",2011
"MW-82202",2011
"CH-120702",2011
"KW-65702",2012
"CG-125201",2012
"SE-101101",2012
"AG-4953",2011
"EB-137502",2011
"ML-80403",2011
"BP-112902",2011
"SC-207254",2011
"TS-210854",2012
"HZ-49502",2012
"JC-61052",2011
"DB-129701",2014
"MC-75902",2012
"VM-218352",2011
"ML-77551",2013
"KM-63753",2011
"VS-218202",2011
"HK-148901",2011
"JM-58653",2014
"CM-121153",2013
"MO-178003",2011
"JB-154004",2011
"YS-118802",2011
"GM-46951",2013
"DR-129404",2011
"PK-190751",2012
"MC-176351",2011
"CS-25052",2013
"JD-57902",2011
"SC-100952",2011
"TC-215351",2011
"SW-202751",2011
"MG-182052",2012
"RS-198701",2012
"JL-151303",2012
"AG-102703",2011
"SS-101401",2012
"DC-128503",2011
"AR-104052",2011
"IM-150551",2012
"PB-188051",2011
"AY-5552",2011
"AG-3301",2011
"BS-118002",2012
"ES-140803",2011
"BP-110501",2012
"VG-217904",2011
"CM-127153",2011
"MO-178004",2012
"AA-106452",2011
"MS-77102",2012
"NC-86251",2013
"JC-53402",2012
"RC-199604",2011
"CC-23702",2011
"TP-114151",2012
"MH-176202",2011
"AH-101202",2012
"BF-12752",2012
"TC-212952",2011
"NB-185802",2012
"RO-97801",2011
"BF-10802",2012
"BB-115454",2012
"TC-109802",2011
"VF-217153",2012
"LW-169902",2011
"CM-121601",2011
"SJ-101253",2011
"EJ-141553",2011
"HG-48452",2012
"KB-166002",2013
"SC-206954",2011
"SJ-102151",2011
"JD-157904",2012
"JF-52953",2011
"SW-102752",2014
"SF-100651",2011
"PB-88053",2013
"LT-167654",2011
"TT-212651",2011
"DH-136754",2011
"JK-160901",2011
"TS-113702",2011
"GM-146953",2011
"ND-183702",2012
"BT-114403",2011
"CS-18602",2013
"HM-148604",2011
"TC-212951",2011
"RB-95702",2011
"GK-146203",2011
"MM-172603",2012
"JF-54152",2012
"BE-113352",2011
"DK-129851",2011
"AC-4201",2011
"DM-133451",2012
"HJ-48751",2012
"AP-109151",2011
"RB-196453",2012
"EM-40651",2012
"PP-189552",2011
"SV-108151",2013
"SW-203501",2011
"JK-56252",2014
"TS-214304",2011
"LC-68852",2012
"CC-25501",2012
"DC-128501",2012
"DP-131654",2011
"CK-22052",2012
"AF-108704",2012
"JE-157453",2012
"DC-128504",2011
"BP-110952",2011
"LH-170201",2011
"FM-142153",2011
"JS-156851",2012
"LF-171852",2012
"SM-209054",2013
"ON-187152",2011
"SP-108601",2011
"KH-163303",2012
"BD-16052",2012
"CR-128202",2012
"GH-146652",2012
"RP-92701",2011
"MA-75601",2014
"EJ-137202",2011
"Dl-136001",2011
"RR-95251",2012
"SP-206202",2012
"PW-90301",2014
"CS-124001",2011
"DN-136904",2011
"JW-52202",2012
"KH-66302",2012
"AF-8852",2014
"LM-170651",2011
"RE-194501",2011
"RM-193753",2012
"TM-114901",2014
"SF-200652",2011
"TS-212054",2011
"JF-154154",2011
"SC-207253",2011
"MC-76052",2014
"AZ-7502",2012
"NP-186703",2012
"AJ-107802",2012
"DN-36902",2013
"CL-18901",2011
"TH-211151",2011
"SC-108002",2012
"JM-155354",2011
"ML-77553",2014
"CM-21601",2012
"AH-101203",2011
"NB-86551",2011
"FC-142453",2011
"CC-22202",2011
"RB-94652",2011
"SW-203504",2013
"NP-186704",2012
"HK-148903",2011
"DH-130751",2011
"MN-79351",2012
"BG-17401",2014
"AG-7652",2012
"CA-20551",2012
"SF-100652",2011
"RH-195102",2011
"JS-56852",2012
"LW-171251",2013
"VM-216851",2011
"NB-85803",2011
"NF-84751",2014
"MG-176502",2011
"KH-163601",2011
"TH-212352",2011
"NK-184903",2011
"PW-92401",2012
"RF-197354",2011
"BW-11101",2011
"TP-214154",2012
"ME-80101",2013
"LC-68701",2012
"AM-7053",2012
"TA-113852",2012
"EK-137952",2012
"BG-117402",2013
"JS-156854",2013
"NP-83252",2012
"AB-106003",2013
"TG-113102",2011
"JL-58501",2011
"KC-162554",2011
"BM-111402",2011
"TB-113551",2013
"TB-215951",2011
"FM-42151",2012
"JK-160902",2011
"ED-38853",2012
"PV-189851",2011
"DJ-134204",2011
"NC-83401",2011
"AM-107054",2011
"CS-122504",2011
"MP-74701",2012
"TB-216254",2011
"DB-32101",2011
"CA-27751",2012
"MF-76651",2013
"RB-197051",2011
"SM-209501",2013
"BP-12902",2011
"Dp-32402",2014
"JF-154901",2011
"PB-191053",2012
"KM-63752",2013
"GZ-144703",2011
"VD-216702",2012
"BN-15152",2013
"JS-60302",2013
"OT-187301",2011
"CC-122202",2011
"CC-121454",2011
"ND-184601",2013
"BF-111704",2011
"RF-197352",2012
"JS-155953",2011
"JP-154601",2012
"IM-50551",2011
"LH-71551",2014
"SW-207552",2011
"TS-210853",2011
"LB-167354",2013
"AH-101951",2011
"SC-200503",2011
"MR-175452",2011
"SH-203951",2011
"LT-167653",2011
"VG-117901",2012
"DF-31352",2011
"YS-218804",2012
"SB-102901",2013
"JW-52201",2014
"JD-58953",2012
"KH-66902",2011
"TB-110551",2012
"AG-6752",2011
"EB-137053",2011
"RB-195702",2011
"LO-171704",2012
"AR-5102",2011
"JK-152051",2011
"DB-133604",2011
"KN-164502",2011
"TS-214302",2011
"PB-188054",2012
"KT-64802",2014
"JL-51303",2011
"MS-178304",2011
"JM-55801",2011
"MF-182504",2011
"AS-100454",2011
"SU-106652",2012
"JG-51152",2012
"PM-189402",2011
"JB-54002",2012
"LO-171701",2011
"TC-212954",2011
"PV-189852",2011
"IL-151001",2012
"BF-10201",2013
"HG-149651",2011
"PS-187602",2011
"BV-112453",2012
"SR-207404",2011
"GT-47552",2013
"CM-123853",2011
"EP-139151",2011
"DC-132852",2011
"PJ-188353",2011
"HM-149803",2011
"LW-68251",2012
"PM-191353",2013
"BB-115451",2011
"GW-46051",2011
"LC-168852",2011
"JH-158203",2011
"MG-176803",2013
"KB-163151",2012
"DB-29103",2011
"HH-150102",2011
"SF-102002",2012
"CY-127452",2012
"AS-2252",2013
"PF-191653",2011
"EB-137054",2011
"GH-46652",2014
"JF-52951",2012
"JL-155053",2012
"MS-177704",2011
"MN-179354",2011
"DN-36903",2013
"RW-196304",2011
"LE-168101",2011
"CC-26852",2013
"ML-80402",2014
"SJ-201251",2011
"ML-182653",2012
"ME-180101",2011
"JS-160301",2011
"KE-164203",2011
"BM-111403",2011
"TB-111902",2014
"BD-113202",2011
"SD-204852",2011
"GH-146654",2012
"SG-108902",2012
"NP-87001",2013
"LB-167351",2011
"SC-204401",2011
"MC-72752",2012
"JS-159403",2011
"TB-211751",2011
"KD-63451",2011
"EG-139004",2012
"BT-115301",2012
"MC-172752",2011
"BS-117552",2011
"KD-164954",2011
"MH-174401",2011
"GP-147402",2011
"MD-173504",2011
"DH-36751",2011
"CS-24901",2014
"AB-2551",2011
"LH-167503",2011
"FM-142902",2012
"NS-185051",2012
"TS-216554",2012
"BM-17852",2013
"SH-206352",2012
"MG-78901",2013
"ME-177252",2011
"CA-122654",2011
"NH-186103",2013
"NF-184752",2011
"AT-4351",2011
"EH-139904",2011
"NZ-185653",2011
"HG-50251",2011
"TH-111152",2014
"TH-211152",2013
"MC-178453",2011
"CK-122051",2011
"CM-123852",2011
"CC-21001",2013
"JC-57752",2014
"CK-127601",2011
"DM-35252",2012
"RB-196452",2012
"BP-11552",2012
"RR-93152",2011
"BM-117853",2012
"JK-153253",2012
"SW-107551",2011
"BF-112152",2012
"PO-88501",2013
"SS-104103",2011
"SC-208003",2011
"BT-114402",2011
"PO-188653",2011
"SC-204403",2013
"DM-135251",2011
"SP-205452",2011
"TB-110552",2012
"SP-206204",2011
"DW-131954",2011
"TT-210702",2011
"CL-125654",2011
"HG-49651",2011
"BG-117403",2011
"BS-15902",2011
"MB-180852",2011
"MG-176953",2012
"AA-103154",2011
"CA-119652",2011
"TB-213553",2011
"KH-63302",2012
"NZ-185654",2011
"ZC-119101",2014
"WB-218504",2011
"SP-106201",2013
"AT-107351",2011
"MH-177854",2011
"MV-74851",2011
"BW-112001",2011
"AS-100901",2011
"PG-88952",2011
"RM-97501",2011
"FH-143653",2012
"CC-124304",2012
"CW-19052",2011
"CS-124904",2012
"ND-183704",2011
"PP-89552",2014
"CY-127451",2012
"TS-215052",2012
"SW-102451",2013
"TS-213403",2011
"RH-96003",2013
"BM-115752",2012
"JK-60903",2011
"MC-81302",2011
"MZ-173351",2011
"MG-182054",2014
"NC-184151",2011
"CM-24451",2012
"AR-105402",2011
"VM-118352",2014
"SC-202602",2011
"LB-167352",2011
"CK-123252",2011
"BK-112603",2011
"BB-115452",2012
"CM-118152",2011
"ML-182651",2011
"JL-152351",2011
"BB-109901",2011
"MG-178902",2011
"BD-115004",2011
"AZ-107501",2013
"BP-110954",2011
"MC-76351",2012
"TC-211453",2011
"SB-201704",2011
"QJ-92552",2011
"IL-151002",2011
"GG-146503",2012
"RS-98702",2012
"JM-55352",2011
"SC-208454",2013
"TR-213251",2011
"DV-30452",2011
"CL-125651",2013
"JG-158052",2012
"JE-154753",2013
"AJ-107951",2011
"JJ-154452",2011
"AW-108404",2012
"RA-99151",2014
"CC-24752",2011
"AW-109301",2012
"MH-177851",2011
"JF-51901",2013
"DK-131503",2011
"IG-150851",2011
"CA-122651",2011
"DL-134953",2013
"EB-139301",2011
"EC-140501",2011
"RD-99002",2011
"NR-85502",2012
"DG-133003",2011
"BT-13052",2011
"CS-119501",2011
"KL-166453",2011
"ES-40201",2012
"BS-113803",2011
"LW-171254",2011
"NW-184002",2012
"LD-70053",2011
"AR-108251",2013
"DN-136902",2011
"JB-59252",2012
"LM-170653",2011
"BF-109751",2011
"NL-183103",2011
"CC-126703",2011
"BH-117103",2011
"RK-193004",2012
"MJ-177403",2011
"LP-170952",2013
"BT-14402",2011
"BD-116052",2012
"DL-28653",2011
"CS-125054",2011
"TS-216552",2011
"MK-179051",2011
"CS-122503",2012
"JE-156104",2011
"EM-138102",2011
"MH-80251",2012
"EM-38102",2013
"TS-211602",2011
"BF-10801",2011
"MT-78152",2011
"AR-104054",2011
"JG-151152",2011
"BD-16351",2013
"HH-150103",2011
"LW-168253",2013
"BO-13502",2012
"TB-111752",2013
"BD-116352",2012
"SV-203653",2011
"SC-102601",2014
"KH-163301",2011
"CA-127754",2011
"JR-156702",2011
"SM-200052",2011
"KB-64051",2012
"LW-172153",2011
"AS-2402",2012
"BT-16801",2011
"MG-181452",2012
"DK-128952",2011
"MT-180701",2011
"PC-187453",2011
"AH-104654",2012
"CM-21151",2014
"RD-96602",2011
"JF-155653",2012
"KB-63152",2012
"AS-2851",2011
"SJ-102153",2013
"KM-62251",2013
"RB-194353",2011
"TB-112502",2011
"GP-147401",2011
"KD-164951",2011
"JK-157304",2011
"DJ-134201",2011
"MG-76801",2013
"CS-123552",2013
"CC-126852",2011
"LS-72301",2011
"DK-31502",2011
"EP-39151",2013
"SC-202303",2012
"MA-79951",2011
"RO-197803",2012
"MD-78601",2012
"JD-161504",2011
"SC-205754",2011
"TC-215353",2011
"MG-178754",2011
"BG-116954",2011
"BD-117251",2011
"JE-61651",2012
"EM-138101",2011
"RW-196904",2013
"TB-215202",2011
"KD-64951",2011
"RB-93301",2011
"HK-148904",2011
"BM-11401",2011
"ES-140202",2011
"AR-104053",2013
"KA-165251",2011
"EM-39602",2012
"KH-65102",2012
"LR-170351",2011
"SR-204253",2012
"RD-99001",2012
"KL-66452",2013
"JO-52801",2011
"MM-180554",2011
"BN-114704",2011
"AH-106903",2011
"SH-106351",2012
"CS-118453",2011
"EC-140503",2011
"GR-145604",2011
"SS-201403",2011
"BW-110653",2011
"AO-108103",2011
"JD-58952",2014
"JH-159853",2011
"LR-169151",2011
"TP-114152",2011
"DE-132553",2011
"MB-173054",2011
"GB-145301",2012
"LT-71101",2014
"SP-205454",2011
"TH-211001",2011
"HK-148902",2011
"CS-24001",2013
"JK-157303",2011
"TC-214751",2011
"LL-168403",2013
"GZ-45453",2011
"KS-163001",2012
"SK-99901",2013
"MG-181454",2011
"TB-212502",2011
"EB-138402",2011
"SR-104253",2014
"RD-195853",2012
"VS-218201",2011
"RB-97051",2011
"BO-114253",2013
"DJ-34201",2012
"CS-118604",2011
"KH-163604",2011
"DB-134051",2011
"FH-42751",2014
"FC-143354",2011
"SC-200954",2011
"PR-88801",2013
"DG-33002",2014
"MG-176952",2011
"BM-116502",2011
"JF-154152",2012
"RD-196602",2013
"AB-100601",2011
"TH-211002",2011
"AF-8702",2012
"GB-145303",2012
"DS-131802",2012
"RE-194054",2011
"EM-38251",2011
"JG-51602",2012
"ND-84603",2011
"CS-24601",2011
"GH-44251",2011
"CA-19652",2012
"CH-20701",2012
"CJ-118752",2012
"BP-112901",2011
"DW-134801",2012
"JL-51302",2012
"TB-111901",2013
"BE-14551",2014
"KM-166603",2011
"TS-215053",2011
"SM-209504",2011
"ML-77552",2011
"HP-148152",2011
"BS-17552",2012
"ER-38551",2011
"MC-75752",2012
"JM-55802",2013
"LS-69451",2013
"CT-119952",2011
"CM-121603",2011
"TS-216102",2012
"MK-79052",2011
"FC-142452",2011
"JF-154904",2011
"RD-97201",2011
"LS-69453",2012
"NG-183552",2011
"SP-206502",2011
"DB-30601",2011
"NF-85951",2013
"LS-172453",2011
"SW-202453",2011
"AJ-109604",2011
"QJ-192553",2011
"KD-66151",2012
"BD-15601",2013
"EH-141254",2011
"CS-124901",2012
"BF-112154",2011
"MH-172902",2011
"ND-84601",2011
"ZD-219252",2011
"ND-183701",2013
"GT-46352",2012
"SP-109202",2013
"SJ-105001",2012
"BT-114853",2012
"SC-206804",2011
"SB-101851",2013
"XP-118651",2011
"BW-11103",2012
"RB-197952",2013
"MH-177852",2011
"JO-151454",2011
"BS-116652",2012
"JM-161952",2011
"PB-192101",2011
"SB-101701",2014
"AF-108701",2011
"MF-176654",2011
"EH-139901",2011
"AR-108254",2011
"EM-140953",2011
"EM-40952",2012
"TM-214901",2011
"ER-138554",2012
"DB-30602",2011
"JW-59551",2012
"AA-103753",2012
"EJ-141554",2011
"KM-162253",2014
"TH-111151",2011
"LH-169004",2011
"GK-46202",2014
"MM-182801",2011
"FH-42752",2012
"SH-206354",2011
"VF-117152",2011
"RA-98851",2013
"AR-5401",2011
"MC-75901",2012
"ZD-219253",2012
"MS-175303",2011
"HG-48451",2011
"ML-174104",2011
"MC-178452",2013
"EH-137654",2011
"ED-138851",2011
"CM-27151",2011
"JK-156402",2011
"MJ-177402",2012
"TA-113851",2013
"SJ-202151",2011
"RB-195701",2013
"DK-130903",2011
"CB-120252",2011
"JD-61501",2013
"DK-28951",2013
"TM-214903",2011
"EA-140352",2013
"DH-136751",2011
"HG-148451",2011
"GP-147404",2011
"CA-22651",2014
"JL-152354",2011
"SF-109651",2011
"WB-118502",2011
"NK-184901",2013
"LB-167951",2011
"AB-1051",2011
"RH-194952",2011
"FM-43801",2014
"AR-105701",2011
"HM-149801",2011
"MS-179804",2011
"JH-161801",2012
"PF-91203",2012
"RP-193904",2011
"GB-145302",2011
"EL-37352",2011
"JK-161203",2011
"EM-141403",2011
"CD-119201",2011
"AG-102701",2011
"AR-3452",2011
"EH-37651",2011
"MP-174702",2011
"CC-23701",2011
"BE-14101",2011
"SA-208304",2011
"AI-108554",2011
"DW-135401",2012
"CS-125053",2012
"SV-209354",2013
"TP-214153",2011
"VB-217453",2011
"ST-205301",2011
"JF-54901",2012
"RE-194053",2011
"BM-117851",2011
"RF-198402",2011
"AB-101052",2012
"DL-134954",2012
"MC-174253",2011
"SC-205751",2011
"JD-60602",2012
"GA-45152",2013
"TN-110401",2012
"BF-111701",2011
"PC-190003",2013
"EH-141252",2011
"DD-135704",2011
"BE-114101",2012
"CS-21751",2011
"RL-96151",2013
"JM-152654",2011
"PW-192404",2011
"TB-210553",2011
"BT-114851",2012
"SZ-100352",2011
"TC-211452",2012
"AI-8551",2013
"CS-23552",2012
"DB-133603",2012
"AB-106001",2011
"AR-105704",2013
"DB-131201",2011
"PG-188203",2011
"NR-85501",2012
"EJ-41552",2014
"CD-27902",2011
"AT-104352",2013
"CS-19501",2013
"RD-95852",2014
"SG-208903",2011
"AF-108853",2011
"AR-105702",2012
"VF-117151",2013
"NM-184453",2012
"JP-55202",2013
"JF-153551",2012
"TP-214152",2013
"CJ-20102",2012
"PM-91351",2011
"BM-116504",2011
"AC-106602",2011
"MM-172602",2011
"JJ-54451",2012
"GW-146051",2011
"DP-130004",2011
"AA-3752",2012
"LP-70802",2013
"RA-198853",2012
"TS-210852",2012
"MK-181602",2013
"RF-93452",2014
"JA-59701",2012
"NC-184154",2011
"JR-157001",2011
"SW-207553",2011
"DM-133452",2011
"CA-123101",2011
"AJ-107801",2011
"RB-197951",2011
"RD-199302",2011
"DB-33601",2011
"TB-211753",2011
"NS-86402",2011
"ME-173203",2011
"PT-90902",2012
"MS-78301",2014
"CL-125653",2011
"AH-105854",2011
"Dl-136002",2011
"MC-175753",2012
"TS-115051",2011
"KT-164801",2011
"PC-87452",2012
"LP-70953",2011
"SC-200203",2011
"CM-18301",2012
"VS-218203",2013
"JD-161501",2011
"MT-80702",2011
"LW-72153",2013
"DR-129403",2012
"CD-19801",2011
"CD-122803",2011
"JW-159552",2012
"CA-119654",2011
"TS-213401",2011
"LO-71701",2011
"NP-86851",2012
"SE-201102",2011
"CA-20552",2013
"RB-93601",2011
"TT-212653",2012
"VS-118202",2011
"NC-83403",2013
"TC-112952",2013
"DB-129703",2011
"AG-106751",2011
"PO-91803",2011
"HR-147701",2012
"BE-114553",2012
"LB-167353",2011
"PB-91501",2013
"EL-37351",2012
"CS-121754",2011
"MM-182804",2011
"SH-99751",2011
"AR-108252",2011
"BE-114551",2011
"AO-108101",2011
"GP-147403",2011
"DH-136752",2013
"CD-19202",2012
"FG-42603",2011
"CC-126701",2011
"AS-1351",2012
"HG-149652",2012
"RB-195704",2013
"RO-197802",2011
"AS-452",2014
"JE-161651",2011
"BP-11553",2011
"BO-114254",2012
"RD-97202",2011
"LD-170054",2011
"DP-33901",2011
"GZ-144704",2011
"TH-115503",2011
"MS-175301",2012
"LT-67653",2013
"ML-173951",2011
"DE-132554",2011
"CG-120403",2011
"AP-107202",2014
"LS-169754",2011
"EH-41251",2011
"PH-187903",2011
"MG-81452",2011
"NS-85052",2011
"BB-9902",2012
"SC-203802",2011
"JE-56101",2012
"IM-50702",2011
"CS-24602",2011
"DO-136452",2011
"MM-72603",2011
"TN-210401",2011
"TR-113252",2013
"CC-24753",2013
"SK-199901",2012
"GZ-44702",2011
"BS-13802",2012
"EB-37502",2011
"SL-101551",2011
"NC-183402",2011
"TT-212204",2011
"MP-174701",2012
"RD-197204",2011
"RP-93901",2011
"ML-177551",2012
"ES-140204",2011
"JP-154602",2011
"LP-170953",2011
"PO-188501",2011
"JS-155952",2013
"CC-124754",2011
"BO-113501",2012
"SG-204701",2012
"SW-202754",2011
"AI-108553",2014
"EM-138252",2012
"MH-176201",2012
"GH-144252",2011
"JW-152203",2011
"DM-135253",2013
"AR-105103",2011
"RK-193003",2011
"TG-116402",2014
"MY-82951",2013
"TR-213252",2012
"AT-4352",2012
"AG-7651",2012
"EJ-137203",2011
"DP-131054",2012
"TD-109951",2013
"EB-138704",2011
"JP-155203",2011
"MS-178303",2011
"MC-176354",2011
"AG-9001",2011
"SG-208901",2011
"JF-152953",2011
"CK-127603",2011
"NC-85352",2013
"MH-74401",2011
"LC-170504",2011
"RH-95552",2011
"JE-154751",2011
"DO-134352",2011
"DB-135553",2011
"HR-47703",2011
"KF-162852",2013
"HZ-149502",2012
"BG-117401",2011
"JK-156401",2012
"CM-19352",2011
"WB-118501",2014
"JC-161053",2012
"GT-147554",2012
"HA-49202",2013
"DW-35403",2012
"RS-198703",2012
"HD-147854",2011
"KC-66752",2011
"EB-141103",2013
"GM-146954",2011
"GM-146804",2011
"Dl-36001",2011
"CS-21752",2012
"MA-75602",2011
"AH-100754",2011
"JK-53251",2011
"MH-181153",2011
"CS-125051",2013
"KC-62551",2012
"TS-114301",2011
"AO-8103",2013
"TB-114002",2011
"EA-140351",2011
"KB-166003",2012
"JO-51451",2012
"DL-129251",2011
"LF-71852",2013
"AJ-107954",2011
"SG-106052",2011
"BD-113203",2011
"SG-100802",2013
"BK-12601",2014
"GT-146354",2011
"PJ-190151",2012
"EH-40051",2011
"SU-206654",2012
"CJ-120102",2011
"JD-157901",2011
"TT-212203",2011
"AB-100603",2011
"LR-69152",2011
"SN-205602",2011
"DW-135404",2013
"GB-45301",2012
"JW-160754",2012
"TH-212353",2011
"AS-101352",2012
"MC-72751",2011
"NP-186853",2012
"VD-216701",2011
"DC-132854",2011
"KB-66003",2011
"AD-1802",2014
"LS-69751",2014
"BB-15452",2014
"EB-38403",2012
"JM-155804",2013
"SC-207702",2011
"SS-201404",2011
"PM-191351",2011
"MN-79352",2012
"BF-112753",2011
"JM-56551",2012
"CR-127304",2011
"LR-169152",2012
"CJ-120103",2011
"SP-206203",2011
"AG-106753",2012
"JG-158051",2011
"XP-218651",2011
"PC-90002",2012
"CL-118903",2011
"SH-199752",2011
"PF-192252",2011
"GW-46052",2012
"TP-211304",2012
"JJ-154451",2011
"KL-166454",2011
"CM-119351",2011
"PW-192402",2012
"MZ-73351",2014
"KC-166753",2012
"SA-108302",2011
"TS-211603",2011
"TZ-215802",2011
"JF-54902",2011
"LC-68853",2013
"IM-150554",2011
"ZD-119252",2011
"SW-103502",2012
"MC-76051",2011
"LT-167652",2012
"KH-165103",2012
"JG-58051",2012
"PO-188651",2011
"RB-97952",2013
"SE-101102",2014
"OT-187303",2011
"ML-180403",2012
"BS-13801",2013
"HM-48602",2011
"FG-42602",2014
"EH-137651",2012
"TZ-214451",2011
"BN-115151",2012
"DP-30003",2011
"CL-25651",2011
"AT-107353",2012
"SK-99902",2012
"AR-105102",2011
"MS-79801",2012
"ME-77251",2011
"NG-184303",2011
"AJ-7803",2011
"SS-108752",2012
"FP-143204",2011
"GZ-45451",2013
"LC-168701",2011
"RM-197504",2014
"RA-199452",2012
"NR-185503",2011
"CM-121151",2011
"MS-78302",2012
"DA-34502",2013
"KT-64653",2013
"BP-111553",2011
"JJ-157604",2012
"EB-139751",2012
"FW-143954",2012
"CA-123104",2011
"MC-172753",2012
"TC-109801",2012
"SM-200051",2011
"MS-77702",2014
"RH-195101",2011
"EB-141703",2011
"RW-96902",2012
"DJ-35102",2013
"RB-97052",2014
"SC-105751",2012
"KM-162252",2012
"RA-192852",2011
"SV-107852",2011
"EN-37801",2012
"GM-144552",2013
"JH-154303",2011
"PO-91953",2011
"AA-103151",2011
"MO-179503",2012
"JB-60001",2011
"HA-149202",2011
"NC-186251",2011
"DJ-135103",2011
"HG-148454",2011
"TS-115052",2013
"ON-87151",2011
"MY-73802",2013
"RB-95701",2012
"CA-122653",2011
"AC-106601",2011
"RE-194051",2011
"AW-8401",2011
"RB-195703",2011
"JM-58651",2013
"CM-27152",2011
"BD-116203",2013
"CY-27452",2011
"MV-174851",2011
"LW-169901",2011
"DR-128801",2011
"RR-195251",2011
"EB-139304",2011
"RD-98101",2013
"MC-76352",2012
"AC-4501",2012
"VW-217753",2012
"EB-39302",2012
"JD-160151",2011
"CG-20402",2011
"GD-145901",2011
"TC-115352",2013
"FH-143651",2011
"DM-133454",2011
"BS-118001",2012
"DD-35701",2012
"BD-113204",2012
"NK-84901",2011
"DB-129104",2011
"NF-84753",2012
"JS-55953",2012
"EM-142004",2012
"RA-199454",2011
"VB-217454",2012
"AY-105551",2011
"SB-202903",2011
"SL-201552",2011
"MK-81602",2014
