"customer_id","active_years"
"MK-179052","3"
"MK-179053","4"
"MK-179054","4"
"MK-181601","4"
"MK-181602","2"
"MK-181603","3"
"MK-181604","3"
"MK-79051","3"
"MK-79052","2"
"MK-79053","3"
"MK-81601","2"
"MK-81603","4"
"ML-173951","4"
"ML-173952","3"
"ML-173953","2"
"ML-173954","4"
"ML-174101","4"
"ML-174102","3"
"ML-174103","4"
"ML-174104","3"
"ML-177551","3"
"ML-177552","3"
"ML-177553","2"
"ML-177554","2"
"ML-180401","4"
"ML-180402","4"
"ML-180403","2"
"ML-182651","4"
"ML-182652","4"
"ML-182653","2"
"ML-182654","2"
"ML-73951","3"
"ML-73952","2"
"ML-74101","2"
"ML-77551","2"
"ML-80401","3"
"ML-80403","2"
"ML-82651","2"
"ML-82652","2"
"MM-172601","4"
"MM-172602","3"
"MM-172603","3"
"MM-172604","3"
"MM-179201","4"
"MM-179202","3"
"MM-179203","4"
"MM-179204","4"
"MM-180552","4"
"MM-180553","4"
"MM-180554","3"
"MM-182801","3"
"MM-182802","2"
"MM-182803","3"
"MM-182804","4"
"MM-72603","3"
"MM-79201","3"
"MM-80552","3"
"MM-82801","2"
"MM-82802","4"
"MN-179351","2"
"MN-179352","3"
"MN-179353","2"
"MN-179354","3"
"MN-79351","2"
"MN-79352","2"
"MO-175001","3"
"MO-175002","3"
"MO-175003","4"
"MO-175004","3"
"MO-178001","2"
"MO-178002","2"
"MO-178003","3"
"MO-178004","3"
"MO-179502","4"
"MO-179503","3"
"MO-179504","2"
"MO-75001","2"
"MO-75002","2"
"MO-78001","3"
"MO-78002","3"
"MO-79502","2"
"MP-174701","3"
"MP-174702","3"
"MP-174703","3"
"MP-174704","3"
"MP-179651","4"
"MP-179652","3"
"MP-179653","3"
"MP-179654","3"
"MP-181751","4"
"MP-181752","4"
"MP-181753","3"
"MP-181754","4"
"MP-74701","2"
"MP-79651","3"
"MP-79652","3"
"MP-81751","2"
"MP-81752","2"
"MR-175451","3"
"MR-175452","4"
"MR-175453","2"
"MR-175454","2"
"MR-75451","3"
"MR-75452","3"
"MS-173651","3"
"MS-173652","3"
"MS-173653","4"
"MS-173654","4"
"MS-175301","3"
"MS-175302","3"
"MS-175303","2"
"MS-175304","3"
"MS-177101","3"
"MS-177102","4"
"MS-177103","4"
"MS-177104","3"
"MS-177701","3"
"MS-177702","4"
"MS-177703","4"
"MS-177704","4"
"MS-178301","3"
"MS-178302","3"
"MS-178303","4"
"MS-178304","3"
"MS-179801","3"
"MS-179802","3"
"MS-179803","4"
"MS-179804","3"
"MS-73651","3"
"MS-75302","3"
"MS-77101","2"
"MS-77102","3"
"MS-77701","2"
"MS-78302","2"
"MS-79801","2"
"MS-79802","2"
"MT-178151","4"
"MT-178152","3"
"MT-178153","3"
"MT-178154","3"
"MT-180701","4"
"MT-180702","3"
"MT-180703","3"
"MT-180704","4"
"MT-78152","3"
"MT-80701","2"
"MT-80702","3"
"MV-174851","3"
"MV-174852","3"
"MV-174853","2"
"MV-174854","4"
"MV-181901","4"
"MV-181902","3"
"MV-181903","2"
"MV-181904","4"
"MV-74851","2"
"MV-74852","2"
"MV-81901","3"
"MV-81902","2"
"MW-182201","4"
"MW-182202","3"
"MW-182203","3"
"MW-182204","4"
"MW-182351","3"
"MW-182352","4"
"MW-182353","3"
"MW-182354","2"
"MW-82201","3"
"MW-82202","3"
"MW-82351","4"
"MY-173801","3"
"MY-173802","3"
"MY-173803","3"
"MY-173804","3"
"MY-182951","4"
"MY-182952","4"
"MY-182953","2"
"MY-182954","3"
"MY-73801","2"
"MY-73802","2"
"MY-82951","2"
"MY-82952","3"
"MZ-173351","4"
"MZ-173352","3"
"MZ-173353","4"
"MZ-173354","3"
"MZ-175151","3"
"MZ-175152","4"
"MZ-175153","3"
"MZ-175154","4"
"MZ-73352","2"
"MZ-75151","2"
"MZ-75153","2"
"NB-185801","2"
"NB-185802","2"
"NB-185803","2"
"NB-186551","2"
"NB-186552","3"
"NB-186553","2"
"NB-186554","4"
"NB-85801","2"
"NB-85803","2"
"NB-86552","2"
"NC-183401","4"
"NC-183402","4"
"NC-183403","2"
"NC-183404","4"
"NC-184151","3"
"NC-184152","2"
"NC-184153","2"
"NC-184154","4"
"NC-185351","3"
"NC-185352","4"
"NC-185354","3"
"NC-186251","4"
"NC-186252","4"
"NC-186253","3"
"NC-186254","4"
"NC-83401","3"
"NC-84151","2"
"NC-84152","2"
"NC-85351","3"
"NC-85352","2"
"ND-183701","2"
"ND-183702","2"
"ND-183703","3"
"ND-183704","4"
"ND-184601","2"
"ND-184602","3"
"ND-184603","4"
"ND-184604","3"
"ND-83701","2"
"ND-83702","3"
"ND-84601","3"
"ND-84603","3"
"NF-183851","3"
"NF-183852","4"
"NF-183853","2"
"NF-183854","4"
"NF-184751","3"
"NF-184752","3"
"NF-184753","3"
"NF-184754","3"
"NF-185951","3"
"NF-185952","3"
"NF-185953","2"
"NF-185954","3"
"NF-83851","3"
"NF-83853","3"
"NF-84753","2"
"NF-85952","2"
"NG-183551","2"
"NG-183552","3"
"NG-183553","3"
"NG-183554","3"
"NG-184301","4"
"NG-184302","3"
"NG-184303","4"
"NG-184304","3"
"NG-83551","2"
"NG-83552","2"
"NG-83553","3"
"NG-84303","3"
"NH-186101","3"
"NH-186102","4"
"NH-186104","4"
"NH-86103","2"
"NK-184901","2"
"NK-184902","3"
"NK-184903","4"
"NK-184904","3"
"NK-84901","4"
"NL-183101","4"
"NL-183102","3"
"NL-183103","3"
"NL-183104","4"
"NM-184451","4"
"NM-184452","4"
"NM-184453","3"
"NM-184454","3"
"NM-185201","4"
"NM-185202","3"
"NM-185203","2"
"NM-185204","3"
"NM-84451","3"
"NM-84453","3"
"NP-183251","3"
"NP-183252","3"
"NP-183253","4"
"NP-183254","3"
"NP-186701","4"
"NP-186702","3"
"NP-186703","2"
"NP-186704","3"
"NP-186851","3"
"NP-186852","3"
"NP-186853","3"
"NP-186854","3"
"NP-187001","4"
"NP-187002","4"
"NP-187003","3"
"NP-187004","3"
"NP-83251","2"
"NP-83253","2"
"NP-86701","2"
"NP-86702","2"
"NP-86851","2"
"NP-87001","2"
"NP-87002","2"
"NR-185501","3"
"NR-185502","4"
"NR-185503","4"
"NR-185504","3"
"NR-85501","2"
"NR-85502","3"
"NS-185051","3"
"NS-185052","2"
"NS-185053","4"
"NS-185054","2"
"NS-186401","3"
"NS-186402","3"
"NS-186403","4"
"NS-186404","4"
"NS-85051","2"
"NS-85052","2"
"NS-86401","3"
"NS-86402","2"
"NW-184001","4"
"NW-184002","2"
"NW-184003","4"
"NW-184004","4"
"NW-84003","3"
"NZ-185651","4"
"NZ-185652","4"
"NZ-185653","3"
"NZ-185654","4"
"NZ-85651","2"
"ON-187151","4"
"ON-187152","4"
"ON-187153","3"
"ON-187154","3"
"ON-87151","2"
"ON-87152","2"
"OT-187301","4"
"OT-187302","2"
"OT-187303","3"
"OT-187304","3"
"OT-87301","2"
"OT-87302","2"
"PA-190601","4"
"PA-190602","2"
"PA-190603","4"
"PA-190604","4"
"PA-90601","3"
"PA-90602","2"
"PB-188051","3"
"PB-188052","4"
"PB-188053","3"
"PB-188054","3"
"PB-191051","2"
"PB-191052","3"
"PB-191053","3"
"PB-191054","3"
"PB-191501","3"
"PB-191502","4"
"PB-191503","4"
"PB-191504","4"
"PB-192101","4"
"PB-192102","3"
"PB-192103","3"
"PB-192104","2"
"PB-88051","2"
"PB-88052","2"
"PB-88053","2"
"PB-91501","2"
"PB-91502","4"
"PB-92101","2"
"PB-92102","4"
"PC-187451","4"
"PC-187452","2"
"PC-187453","2"
"PC-187454","3"
"PC-190001","4"
"PC-190002","2"
"PC-190003","2"
"PC-190004","2"
"PC-87451","2"
"PC-87452","2"
"PC-90001","2"
"PF-191201","4"
"PF-191202","4"
"PF-191203","4"
"PF-191204","2"
"PF-191651","4"
"PF-191652","4"
"PF-191653","4"
"PF-191654","4"
"PF-192251","3"
"PF-192252","4"
"PF-192253","3"
"PF-192254","2"
"PF-91201","3"
"PF-91203","3"
"PF-91651","2"
"PF-91652","3"
"PF-92251","3"
"PF-92252","3"
"PG-188201","4"
"PG-188202","3"
"PG-188203","4"
"PG-188204","4"
"PG-188951","3"
"PG-188952","3"
"PG-188953","2"
"PG-188954","4"
"PG-88202","2"
"PG-88951","2"
"PG-88952","2"
"PH-187901","4"
"PH-187903","4"
"PH-87901","3"
"PH-87902","3"
"PJ-188351","2"
"PJ-188352","3"
"PJ-188353","3"
"PJ-188354","4"
"PJ-190151","3"
"PJ-190152","4"
"PJ-190153","2"
"PJ-190154","4"
"PJ-88351","3"
"PJ-88352","2"
"PJ-90152","4"
"PK-189101","2"
"PK-189102","2"
"PK-189103","3"
"PK-189104","2"
"PK-190751","3"
"PK-190752","3"
"PK-190753","4"
"PK-190754","3"
"PK-89101","3"
"PL-189251","4"
"PL-189252","3"
"PL-189253","2"
"PL-189254","3"
"PL-89251","2"
"PM-189401","2"
"PM-189402","4"
"PM-189403","4"
"PM-189404","3"
"PM-191351","3"
"PM-191352","4"
"PM-191353","2"
"PM-191354","3"
"PM-89401","3"
"PM-89402","3"
"PM-91351","3"
"PM-91352","2"
"PN-187751","4"
"PN-187752","4"
"PN-187753","2"
"PN-187754","3"
"PN-87751","3"
"PN-87752","2"
"PO-188501","4"
"PO-188502","4"
"PO-188503","4"
"PO-188504","4"
"PO-188651","3"
"PO-188652","4"
"PO-188653","4"
"PO-188654","3"
"PO-191801","3"
"PO-191802","2"
"PO-191803","3"
"PO-191804","3"
"PO-191951","4"
"PO-191952","2"
"PO-191953","3"
"PO-191954","3"
"PO-88502","2"
"PO-88651","3"
"PO-91801","3"
"PO-91802","2"
"PO-91803","2"
"PO-91951","2"
"PO-91953","3"
"PP-189551","3"
"PP-189552","3"
"PP-189553","3"
"PP-189554","4"
"PP-89551","2"
"PR-188801","4"
"PR-188802","4"
"PR-188803","3"
"PR-188804","3"
"PR-88801","2"
"PS-187601","4"
"PS-187602","3"
"PS-187603","3"
"PS-187604","4"
"PS-189701","3"
"PS-189702","4"
"PS-189703","4"
"PS-189704","4"
"PS-190451","4"
"PS-190452","3"
"PS-190453","4"
"PS-190454","4"
"PS-87602","3"
"PS-89702","2"
"PS-90451","3"
"PS-90452","3"
"PT-190901","3"
"PT-190902","3"
"PT-190903","3"
"PT-190904","3"
"PT-90902","3"
"PV-189851","4"
"PV-189852","3"
"PV-189853","3"
"PV-189854","3"
"PV-89851","3"
"PW-190301","4"
"PW-190302","3"
"PW-190303","3"
"PW-190304","4"
"PW-192401","3"
"PW-192402","3"
"PW-192403","3"
"PW-192404","3"
"PW-90302","2"
"PW-92401","2"
"PW-92402","2"
"QJ-192551","3"
"QJ-192552","2"
"QJ-192553","4"
"QJ-192554","4"
"QJ-92552","2"
"RA-192852","3"
"RA-192853","4"
"RA-192854","4"
"RA-198851","3"
"RA-198852","4"
"RA-198853","2"
"RA-198854","4"
"RA-199151","3"
"RA-199152","4"
"RA-199153","3"
"RA-199154","4"
"RA-199451","2"
"RA-199452","3"
"RA-199453","3"
"RA-199454","3"
"RA-92851","3"
"RA-92853","3"
"RA-98852","2"
"RA-98853","2"
"RA-99451","3"
"RA-99452","3"
"RB-193301","4"
"RB-193302","4"
"RB-193303","4"
"RB-193304","2"
"RB-193601","4"
"RB-193602","4"
"RB-193603","3"
"RB-193604","2"
"RB-194351","3"
"RB-194352","2"
"RB-194353","4"
"RB-194354","3"
"RB-194651","4"
"RB-194652","4"
"RB-194653","4"
"RB-194654","3"
"RB-195701","2"
"RB-195702","4"
"RB-195703","4"
"RB-195704","2"
"RB-196451","2"
"RB-196452","3"
"RB-196453","3"
"RB-196454","3"
"RB-197051","3"
"RB-197052","3"
"RB-197053","2"
"RB-197054","2"
"RB-197951","3"
"RB-197952","2"
"RB-197953","4"
"RB-197954","4"
"RB-93301","2"
"RB-93302","2"
"RB-93601","2"
"RB-94351","2"
"RB-94352","3"
"RB-94652","2"
"RB-95702","3"
"RB-96452","2"
"RB-97051","4"
"RB-97053","2"
"RB-97952","2"
"RC-198251","3"
"RC-198252","3"
"RC-198253","4"
"RC-198254","2"
"RC-199601","3"
"RC-199602","3"
"RC-199603","3"
"RC-199604","3"
"RC-99601","2"
"RD-194801","2"
"RD-194802","4"
"RD-194803","3"
"RD-194804","4"
"RD-195851","4"
"RD-195852","3"
"RD-195853","2"
"RD-195854","4"
"RD-196601","4"
"RD-196602","2"
"RD-196603","2"
"RD-196604","3"
"RD-197201","4"
"RD-197202","4"
"RD-197203","3"
"RD-197204","4"
"RD-198101","3"
"RD-198102","2"
"RD-198103","3"
"RD-198104","3"
"RD-199001","3"
"RD-199003","3"
"RD-199004","4"
"RD-199301","4"
"RD-199303","3"
"RD-199304","3"
"RD-94801","2"
"RD-94803","2"
"RD-95851","3"
"RD-96601","3"
"RD-97201","2"
"RD-97202","3"
"RD-98101","2"
"RD-98102","2"
"RD-99001","3"
"RD-99002","3"
"RD-99301","2"
"RD-99302","4"
"RE-194051","4"
"RE-194052","3"
"RE-194053","3"
"RE-194501","4"
"RE-194502","3"
"RE-194504","4"
"RE-94051","2"
"RE-94501","4"
"RE-94502","3"
"RF-193451","4"
"RF-193452","2"
"RF-193453","3"
"RF-193454","3"
"RF-197351","4"
"RF-197352","2"
"RF-197353","3"
"RF-197354","4"
"RF-198401","2"
"RF-198402","4"
"RF-198403","3"
"RF-198404","4"
"RF-93453","2"
"RF-98402","3"
"RH-194951","4"
"RH-194952","4"
"RH-194953","3"
"RH-194954","3"
"RH-195101","4"
"RH-195102","3"
"RH-195103","3"
"RH-195104","3"
"RH-195551","3"
"RH-195552","3"
"RH-195553","2"
"RH-195554","2"
"RH-196001","2"
"RH-196002","4"
"RH-196003","3"
"RH-196004","2"
"RH-94952","2"
"RH-95101","2"
"RH-95102","2"
"RH-95551","2"
"RH-95552","3"
"RH-96001","2"
"RH-96003","2"
"RK-193001","3"
"RK-193002","2"
"RK-193003","4"
"RK-193004","2"
"RK-93001","2"
"RK-93002","2"
"RL-196151","2"
"RL-196152","3"
"RL-196153","3"
"RL-196154","4"
"RL-96151","2"
"RL-96152","3"
"RM-193751","4"
"RM-193752","4"
"RM-193753","3"
"RM-193754","4"
"RM-196751","2"
"RM-196752","4"
"RM-196753","2"
"RM-196754","3"
"RM-197501","4"
"RM-197502","3"
"RM-197503","3"
"RM-93752","2"
"RM-96753","4"
"RM-97502","2"
"RO-197801","4"
"RO-197802","4"
"RO-197803","3"
"RO-197804","3"
"RO-97801","3"
"RO-97802","2"
"RP-192701","4"
"RP-192702","4"
"RP-192703","3"
"RP-192704","3"
"RP-193901","4"
"RP-193902","3"
"RP-193903","3"
"RP-193904","4"
"RP-198551","2"
"RP-198552","3"
"RP-198553","2"
"RP-198554","4"
"RP-92702","3"
"RP-93901","3"
"RP-93902","2"
"RP-98551","2"
"RP-98552","2"
"RR-193151","4"
"RR-193152","3"
"RR-193153","2"
"RR-193154","2"
"RR-195251","3"
"RR-195252","3"
"RR-195253","3"
"RR-195254","4"
"RR-93152","3"
"RR-95251","2"
"RR-95252","3"
"RS-194201","4"
"RS-194202","4"
"RS-194203","2"
"RS-194204","3"
"RS-197651","4"
"RS-197652","3"
"RS-197653","3"
"RS-197654","3"
"RS-198701","3"
"RS-198702","3"
"RS-198703","3"
"RS-198704","2"
"RS-94201","2"
"RS-97651","3"
"RS-97652","2"
"RS-98701","3"
"RS-98702","2"
"RW-195401","4"
"RW-195402","4"
"RW-195403","2"
"RW-195404","2"
"RW-196301","3"
"RW-196302","4"
"RW-196303","4"
"RW-196304","3"
"RW-196901","4"
"RW-196902","3"
"RW-196903","3"
"RW-196904","2"
"RW-95401","2"
"RW-96902","3"
"SA-108301","2"
"SA-108303","2"
"SA-208301","4"
"SA-208302","2"
"SA-208303","4"
"SA-208304","4"
"SB-101702","2"
"SB-101851","2"
"SB-102901","2"
"SB-201701","4"
"SB-201702","3"
"SB-201703","2"
"SB-201704","2"
"SB-201851","3"
"SB-201852","4"
"SB-201853","4"
"SB-201854","3"
"SB-202901","3"
"SB-202902","3"
"SB-202903","4"
"SB-202904","4"
"SC-100202","2"
"SC-100501","3"
"SC-100502","2"
"SC-100951","3"
"SC-100952","2"
"SC-102301","2"
"SC-102602","3"
"SC-103051","2"
"SC-103801","2"
"SC-103802","2"
"SC-104401","2"
"SC-105751","2"
"SC-106801","2"
"SC-106802","2"
"SC-106951","3"
"SC-107251","3"
"SC-107252","2"
"SC-107703","3"
"SC-108452","2"
"SC-200201","4"
"SC-200202","4"
"SC-200203","3"
"SC-200204","2"
"SC-200501","4"
"SC-200502","2"
"SC-200503","3"
"SC-200504","4"
"SC-200951","4"
"SC-200952","4"
"SC-200953","2"
"SC-200954","4"
"SC-202301","4"
"SC-202302","3"
"SC-202303","2"
"SC-202304","2"
"SC-202601","4"
"SC-202602","2"
"SC-202603","4"
"SC-202604","3"
"SC-203051","3"
"SC-203052","3"
"SC-203053","3"
"SC-203054","4"
"SC-203801","4"
"SC-203802","4"
"SC-203803","3"
"SC-203804","4"
"SC-204401","3"
"SC-204402","3"
"SC-204403","2"
"SC-204404","2"
"SC-205751","4"
"SC-205752","4"
"SC-205753","4"
"SC-205754","3"
"SC-206801","4"
"SC-206802","3"
"SC-206803","3"
"SC-206804","4"
"SC-206951","4"
"SC-206952","3"
"SC-206953","4"
"SC-206954","4"
"SC-207251","2"
"SC-207252","4"
"SC-207253","4"
"SC-207254","4"
"SC-207701","4"
"SC-207702","4"
"SC-207703","4"
"SC-207704","3"
"SC-208001","4"
"SC-208002","3"
"SC-208003","3"
"SC-208004","3"
"SC-208451","3"
"SC-208452","3"
"SC-208453","4"
"SC-208454","2"
"SD-104851","2"
"SD-104852","2"
"SD-204851","4"
"SD-204852","4"
"SD-204853","3"
"SD-204854","4"
"SE-201101","4"
"SE-201102","4"
"SE-201103","3"
"SE-201104","4"
"SF-100651","2"
"SF-100652","3"
"SF-102001","3"
"SF-102002","2"
"SF-109651","2"
"SF-109652","2"
"SF-200651","4"
"SF-200652","3"
"SF-200653","2"
"SF-200654","4"
"SF-202001","3"
"SF-202002","3"
"SF-202003","2"
"SF-202004","4"
"SF-209651","3"
"SF-209652","2"
"SF-209653","2"
"SF-209654","4"
"SG-100803","2"
"SG-104702","2"
"SG-106051","2"
"SG-106052","3"
"SG-108901","2"
"SG-108902","2"
"SG-200801","4"
"SG-200802","2"
"SG-200803","3"
"SG-200804","2"
"SG-204701","3"
"SG-204702","4"
"SG-204703","3"
"SG-204704","4"
"SG-206051","4"
"SG-206052","3"
"SG-206053","4"
"SG-206054","3"
"SG-208901","3"
"SG-208902","3"
"SG-208903","3"
"SG-208904","3"
"SH-103951","2"
"SH-106351","2"
"SH-199751","4"
"SH-199752","4"
"SH-199753","3"
"SH-199754","4"
"SH-203951","4"
"SH-203952","4"
"SH-203953","3"
"SH-203954","4"
"SH-206351","4"
"SH-206352","3"
"SH-206353","4"
"SH-206354","2"
"SH-99751","2"
"SH-99752","3"
"SJ-101251","2"
"SJ-101253","4"
"SJ-102151","2"
"SJ-102153","2"
"SJ-105001","3"
"SJ-201251","3"
"SJ-201252","3"
"SJ-201253","3"
"SJ-201254","3"
"SJ-202151","4"
"SJ-202152","4"
"SJ-202153","4"
"SJ-202154","3"
"SJ-205001","4"
"SJ-205002","3"
"SJ-205003","2"
"SJ-205004","3"
"SK-199901","3"
"SK-199902","2"
"SK-199903","4"
"SK-199904","2"
"SK-99901","2"
"SK-99902","3"
"SL-101551","4"
"SL-101553","4"
"SL-201551","3"
"SL-201552","4"
"SL-201553","4"
"SL-201554","4"
"SM-100051","2"
"SM-100052","3"
"SM-103201","3"
"SM-103202","3"
"SM-109051","2"
"SM-109501","2"
"SM-109502","3"
"SM-200051","4"
"SM-200052","4"
"SM-200053","2"
"SM-200054","2"
"SM-203201","2"
"SM-203202","2"
"SM-203203","3"
"SM-203204","3"
"SM-209051","3"
"SM-209052","4"
"SM-209053","2"
"SM-209501","2"
"SM-209502","4"
"SM-209503","3"
"SM-209504","4"
"SN-105601","2"
"SN-105603","2"
"SN-107101","2"
"SN-205601","4"
"SN-205602","3"
"SN-205603","3"
"SN-205604","3"
"SN-207101","2"
"SN-207102","3"
"SN-207103","3"
"SN-207104","4"
"SO-103352","2"
"SO-203351","3"
"SO-203352","3"
"SO-203353","4"
"SO-203354","2"
"SP-105451","3"
"SP-106201","2"
"SP-106202","3"
"SP-106501","2"
"SP-106502","3"
"SP-108601","2"
"SP-109201","2"
"SP-109202","2"
"SP-205451","4"
"SP-205452","3"
"SP-205453","3"
"SP-205454","3"
"SP-206201","3"
"SP-206202","3"
"SP-206203","3"
"SP-206204","4"
"SP-206501","3"
"SP-206502","2"
"SP-206503","2"
"SP-206504","3"
"SP-208601","2"
"SP-208602","4"
"SP-208603","4"
"SP-208604","4"
"SP-209201","2"
"SP-209202","4"
"SP-209203","4"
"SP-209204","3"
"SR-104251","2"
"SR-107401","2"
"SR-204251","3"
"SR-204252","4"
"SR-204253","2"
"SR-204254","2"
"SR-207401","2"
"SR-207402","4"
"SR-207403","3"
"SR-207404","4"
"SS-101401","3"
"SS-101403","3"
"SS-104103","4"
"SS-105152","2"
"SS-105901","2"
"SS-201401","4"
"SS-201402","4"
"SS-201403","4"
"SS-201404","4"
"SS-204101","3"
"SS-204102","2"
"SS-204103","4"
"SS-204104","3"
"SS-205151","3"
"SS-205152","3"
"SS-205153","2"
"SS-205154","3"
"SS-205901","3"
"SS-205902","4"
"SS-205903","3"
"SS-205904","3"
"SS-208751","3"
"SS-208752","3"
"SS-208753","2"
"SS-208754","4"
"ST-105301","2"
"ST-105302","2"
"ST-205301","3"
"ST-205302","3"
"ST-205303","4"
"ST-205304","3"
"SU-106652","2"
"SU-206651","2"
"SU-206652","2"
"SU-206653","3"
"SU-206654","3"
"SV-103652","3"
"SV-107851","3"
"SV-107852","3"
"SV-108151","2"
"SV-108153","3"
"SV-109351","2"
"SV-203651","4"
"SV-203652","3"
"SV-203653","4"
"SV-203654","4"
"SV-207851","3"
"SV-207852","2"
"SV-207853","3"
"SV-207854","4"
"SV-208151","4"
"SV-208152","3"
"SV-208153","4"
"SV-208154","3"
"SV-209351","4"
"SV-209352","3"
"SV-209353","4"
"SV-209354","2"
"SW-102451","2"
"SW-102452","2"
"SW-102753","3"
"SW-103501","2"
"SW-103502","3"
"SW-104551","3"
"SW-104552","2"
"SW-107551","3"
"SW-107553","3"
"SW-202451","4"
"SW-202452","4"
"SW-202453","3"
"SW-202454","4"
"SW-202751","4"
"SW-202752","3"
"SW-202753","4"
"SW-202754","3"
"SW-203501","3"
"SW-203502","3"
"SW-203503","2"
"SW-203504","2"
"SW-204551","3"
"SW-204552","3"
"SW-204554","3"
"SW-207551","3"
"SW-207552","4"
"SW-207553","4"
"SW-207554","2"
"SZ-200351","4"
"SZ-200353","4"
"SZ-200354","4"
"TA-113851","2"
"TA-213851","4"
"TA-213852","3"
"TA-213853","4"
"TA-213854","3"
"TB-110552","2"
"TB-112501","3"
"TB-112502","4"
"TB-112801","2"
"TB-112802","2"
"TB-112803","4"
"TB-113551","2"
"TB-113552","2"
"TB-114002","3"
"TB-115201","2"
"TB-115202","3"
"TB-115952","2"
"TB-116251","2"
"TB-116252","3"
"TB-210551","4"
"TB-210552","3"
"TB-210553","4"
"TB-210554","2"
"TB-211751","4"
"TB-211752","3"
"TB-211753","4"
"TB-211754","3"
"TB-211901","3"
"TB-211902","3"
"TB-211903","3"
"TB-211904","3"
"TB-212501","2"
"TB-212502","4"
"TB-212503","3"
"TB-212504","4"
"TB-212801","3"
"TB-212802","4"
"TB-212803","4"
"TB-212804","2"
"TB-213551","3"
"TB-213552","2"
"TB-213553","4"
"TB-213554","2"
"TB-214001","3"
"TB-214002","3"
"TB-214003","4"
"TB-214004","3"
"TB-215201","4"
"TB-215202","4"
"TB-215203","3"
"TB-215204","4"
"TB-215951","4"
"TB-215952","2"
"TB-215953","3"
"TB-215954","3"
"TB-216251","4"
"TB-216252","3"
"TB-216253","3"
"TB-216254","4"
"TC-109801","2"
"TC-109802","4"
"TC-111451","3"
"TC-111452","3"
"TC-112951","3"
"TC-114751","2"
"TC-114753","3"
"TC-209801","4"
"TC-209802","4"
"TC-209803","4"
"TC-209804","3"
"TC-211451","4"
"TC-211452","3"
"TC-211453","4"
"TC-212951","3"
"TC-212952","4"
"TC-212953","3"
"TC-212954","3"
"TC-214751","3"
"TC-214752","3"
"TC-214753","4"
"TC-214754","4"
"TC-215351","4"
"TC-215352","3"
"TC-215353","4"
"TC-215354","4"
"TD-209951","4"
"TD-209952","4"
"TD-209953","3"
"TD-209954","4"
"TG-116401","3"
"TG-116403","4"
"TG-213101","3"
"TG-213102","3"
"TG-213103","4"
"TG-213104","3"
"TG-216401","3"
"TG-216402","4"
"TG-216403","4"
"TG-216404","3"
"TH-111002","2"
"TH-111151","3"
"TH-112351","3"
"TH-112352","3"
"TH-115501","2"
"TH-211001","4"
"TH-211002","4"
"TH-211003","4"
"TH-211004","4"
"TH-211151","4"
"TH-211152","2"
"TH-211153","4"
"TH-211154","3"
"TH-212351","2"
"TH-212352","4"
"TH-212353","3"
"TH-212354","3"
"TH-215501","3"
"TH-215502","3"
"TH-215503","3"
"TH-215504","3"
"TM-110101","2"
"TM-114902","3"
"TM-210101","3"
"TM-210102","4"
"TM-210103","2"
"TM-210104","3"
"TM-214901","4"
"TM-214902","3"
"TM-214903","4"
"TN-110401","2"
"TN-210401","3"
"TN-210402","4"
"TN-210403","4"
"TN-210404","4"
"TP-111301","3"
"TP-111302","2"
"TP-114151","2"
"TP-115651","2"
"TP-115652","3"
"TP-211301","3"
"TP-211302","3"
"TP-211303","3"
"TP-211304","3"
"TP-214151","4"
"TP-214152","2"
"TP-214153","3"
"TP-214154","3"
"TP-215651","2"
"TP-215652","4"
"TP-215653","3"
"TP-215654","3"
"TR-113251","2"
"TR-113252","2"
"TR-213251","4"
"TR-213252","3"
"TR-213253","3"
"TR-213254","3"
"TS-110851","3"
"TS-110853","3"
"TS-111602","3"
"TS-112052","2"
"TS-113403","3"
"TS-113701","3"
"TS-113702","4"
"TS-114301","4"
"TS-114302","3"
"TS-115051","3"
"TS-116102","3"
"TS-116552","3"
"TS-210851","3"
"TS-210852","2"
"TS-210853","4"
"TS-210854","2"
"TS-211601","3"
"TS-211602","3"
"TS-211603","3"
"TS-211604","3"
"TS-212051","3"
"TS-212052","4"
"TS-212053","4"
"TS-212054","3"
"TS-213401","4"
"TS-213402","4"
"TS-213403","4"
"TS-213404","3"
"TS-213701","3"
"TS-213702","4"
"TS-213703","2"
"TS-213704","3"
"TS-214301","4"
"TS-214302","3"
"TS-214303","3"
"TS-214304","3"
"TS-215051","4"
"TS-215052","3"
"TS-215053","4"
"TS-215054","3"
"TS-216101","3"
"TS-216102","3"
"TS-216103","3"
"TS-216104","3"
"TS-216551","3"
"TS-216552","4"
"TS-216553","3"
"TS-216554","3"
"TT-110701","2"
"TT-112201","3"
"TT-112202","4"
"TT-112651","3"
"TT-112652","3"
"TT-114601","2"
"TT-114602","2"
"TT-210701","4"
"TT-210702","3"
"TT-210703","4"
"TT-210704","4"
"TT-212201","3"
"TT-212202","3"
"TT-212203","3"
"TT-212204","4"
"TT-212651","4"
"TT-212653","3"
"TT-212654","2"
"TT-214601","4"
"TT-214602","4"
"TT-214603","4"
"TT-214604","3"
"TW-110252","2"
"TW-210251","3"
"TW-210252","4"
"TW-210253","3"
"TW-210254","4"
"TZ-114451","2"
"TZ-114452","2"
"TZ-114453","2"
"TZ-115801","2"
"TZ-115802","2"
"TZ-214451","4"
"TZ-214452","3"
"TZ-214453","4"
"TZ-215801","3"
"TZ-215802","4"
"TZ-215803","3"
"TZ-215804","4"
