"customer_id","total_revenue"
"DK-28352","708"
"Co-126404","708"
"JM-55801","708"
"JK-57302","708"
"JE-154752","707"
"GG-146503","707"
"MF-182503","707"
"CS-124904","707"
"PC-190001","706"
"LE-168102","706"
"TB-211752","705"
"PC-187452","705"
"MM-179201","704"
"TB-215951","704"
"VM-216852","703"
"CC-126103","703"
"TS-212053","703"
"ES-40203","702"
"RB-194353","701"
"MC-181301","701"
"HE-48002","700"
"DK-133753","700"
"JF-151904","699"
"RO-197803","699"
"MF-182504","698"
"TC-209802","698"
"AA-103151","697"
"EH-40051","697"
"BT-116802","696"
"JS-58802","696"
"DK-31502","695"
"BE-14101","694"
"RM-196751","693"
"DP-130004","693"
"DC-128502","692"
"CS-18452","691"
"DS-30301","691"
"RC-198251","690"
"HA-149202","689"
"PK-190753","689"
"MS-79802","689"
"BT-13051","689"
"GA-47251","689"
"BO-113504","688"
"SR-204253","686"
"CL-125651","685"
"FM-42152","685"
"EB-137502","685"
"BP-11852","684"
"JL-151301","684"
"VF-217154","684"
"PH-187904","684"
"EB-138702","683"
"RL-196152","682"
"BT-113052","681"
"PM-91352","681"
"CD-122803","680"
"RB-196453","679"
"JD-57901","679"
"EG-139003","678"
"RK-193002","678"
"CB-24152","677"
"PB-191054","676"
"MV-174851","674"
"CM-122353","674"
"EG-139004","673"
"CS-118603","672"
"JK-156404","671"
"JS-59401","671"
"SF-200652","670"
"HM-149804","670"
"CV-128054","669"
"JG-51151","669"
"RB-193304","668"
"CP-123404","668"
"EH-41251","668"
"PF-92252","668"
"KF-62852","667"
"CL-125653","667"
"BG-117404","666"
"FC-143351","666"
"BF-10202","666"
"DS-130302","665"
"LW-172153","665"
"PG-88202","665"
"FC-143353","663"
"PB-191053","663"
"JF-154903","663"
"KB-162402","663"
"RR-195254","663"
"ML-180404","662"
"KH-63301","661"
"PC-190002","661"
"CM-121901","660"
"CR-127303","660"
"EM-141402","660"
"BC-111253","660"
"HF-49951","659"
"AH-105852","658"
"AB-100601","657"
"SU-206652","657"
"FP-43202","656"
"TB-116252","655"
"TD-209953","655"
"TB-213553","655"
"JR-157002","654"
"HR-147703","654"
"EL-137352","653"
"TD-209951","653"
"CH-120703","653"
"AS-106304","652"
"AC-104501","651"
"RA-198851","651"
"MM-82801","650"
"LS-169453","650"
"DV-134653","650"
"BS-15902","650"
"AC-106604","650"
"TM-114902","649"
"TC-109802","647"
"JM-155351","647"
"KH-163302","647"
"KM-163753","647"
"BP-111551","645"
"NZ-185654","645"
"BP-110504","644"
"JB-160004","644"
"JW-152204","644"
"FA-42302","643"
"AG-104951","641"
"EB-41102","641"
"VG-118052","640"
"KN-164504","640"
"TM-210104","640"
"KC-162551","639"
"RH-195102","637"
"TZ-215804","637"
"EH-39451","636"
"MG-176502","636"
"BM-116502","635"
"CG-125202","635"
"SC-200953","635"
"MH-76203","634"
"AF-108703","634"
"GH-44253","634"
"HR-47703","634"
"GP-147401","633"
"CM-127152","633"
"LS-172454","633"
"VD-216703","631"
"AG-105254","630"
"Dl-136002","629"
"SC-202602","629"
"KL-165552","629"
"DV-34652","628"
"GG-46502","628"
"MM-179203","628"
"LM-170653","628"
"PA-190604","628"
"TB-111902","627"
"BB-109902","627"
"GA-147254","625"
"DL-28651","625"
"CR-128201","625"
"GZ-145452","625"
"SC-202303","625"
"CC-22202","624"
"ZC-219103","624"
"VT-117002","624"
"LC-168703","623"
"SH-199753","623"
"MH-80253","623"
"JK-52051","621"
"SD-104851","620"
"PB-88052","620"
"BS-113802","619"
"TS-216553","619"
"TC-214753","619"
"NM-184454","618"
"RD-198102","618"
"BS-16651","618"
"LW-168254","618"
"DW-134801","617"
"NG-84302","617"
"BE-13352","615"
"GZ-44703","615"
"JO-51451","613"
"EN-137803","613"
"LH-171552","613"
"DV-134654","613"
"AB-6002","613"
"SN-207103","613"
"MZ-75151","612"
"RB-194652","612"
"FO-143053","612"
"SC-107251","611"
"MH-174553","611"
"TR-213252","611"
"TC-215354","610"
"AZ-107504","609"
"CJ-118752","607"
"TT-112202","607"
"DC-132854","607"
"PS-189704","606"
"NP-186701","606"
"RS-198701","606"
"RA-192853","605"
"EH-139903","605"
"JE-54752","605"
"DH-30751","604"
"BK-112603","603"
"SU-206651","601"
"DH-136751","600"
"AB-101653","600"
"NC-186252","600"
"MH-74401","599"
"DP-30001","599"
"BT-15303","599"
"PF-191204","598"
"DM-129551","598"
"PB-188053","598"
"JW-160753","597"
"TS-213703","597"
"KF-162854","597"
"JM-61952","596"
"RP-93902","596"
"LW-72151","596"
"GT-147551","596"
"BF-11702","594"
"KC-62551","594"
"FP-143203","592"
"DB-29102","592"
"MD-73503","592"
"JS-155953","592"
"FC-143352","592"
"MA-175602","592"
"RB-197952","592"
"BF-112153","592"
"TS-211604","591"
"DG-133002","591"
"CM-126551","591"
"MN-179353","589"
"BG-116952","588"
"HG-48452","588"
"DK-132251","587"
"NP-83253","587"
"AR-105401","587"
"AG-102704","587"
"NP-87001","586"
"JO-155501","586"
"BM-116501","586"
"PF-191203","586"
"CM-121154","585"
"AS-102253","584"
"TB-211902","584"
"JR-57001","583"
"BD-117703","583"
"AB-101052","583"
"AH-104653","583"
"GH-44102","582"
"RA-199451","581"
"HG-149652","580"
"MK-81603","580"
"LC-168852","580"
"PG-188954","580"
"MO-75001","580"
"CM-118303","579"
"RC-198254","579"
"KT-64801","579"
"SC-204402","578"
"TS-114302","577"
"VG-217902","577"
"IL-151004","576"
"HG-48451","575"
"LW-71252","575"
"SW-104552","575"
"CA-123104","573"
"TP-115652","573"
"RD-99302","572"
"LC-69602","572"
"LS-172303","572"
"RF-198402","571"
"KC-165402","571"
"JG-151151","570"
"JG-53101","570"
"CK-127602","570"
"NP-187001","569"
"LC-69301","569"
"CC-126104","569"
"MG-176503","568"
"AG-3001","568"
"CP-120852","567"
"AH-105853","567"
"ML-180402","567"
"DS-130304","566"
"GB-145752","566"
"RW-96902","566"
"MG-76802","566"
"CJ-120103","565"
"BS-13651","564"
"HP-48151","563"
"KH-163303","563"
"CB-125354","563"
"MA-175601","562"
"CP-20851","562"
"AC-104502","562"
"BH-17101","562"
"GB-145751","561"
"DK-128954","561"
"HK-148903","561"
"PO-191802","561"
"KC-165404","561"
"TH-112352","559"
"LP-70953","558"
"TB-214003","558"
"AG-102702","558"
"AH-101201","558"
"CA-20551","558"
"IG-150854","557"
"EB-139303","557"
"NG-184304","557"
"ND-84603","556"
"DE-132553","556"
"NR-85502","555"
"RD-196603","555"
"SU-206654","554"
"SP-209201","554"
"HH-50101","553"
"RM-197501","553"
"BW-110653","553"
"CS-24002","552"
"AS-102254","552"
"HP-48152","552"
"SJ-205004","551"
"BP-11553","551"
"RB-193602","551"
"TM-214904","551"
"DL-133153","550"
"TS-212054","550"
"FM-43802","550"
"KN-163903","549"
"KM-167202","548"
"DB-34051","548"
"JF-154904","547"
"MS-177104","547"
"AJ-107952","547"
"KD-166151","546"
"RP-192702","546"
"AO-108103","544"
"AZ-107502","544"
"HE-148004","542"
"JE-157153","542"
"MO-79501","542"
"SG-108902","541"
"DW-134803","541"
"VW-217752","541"
"RC-199604","541"
"AW-108403","540"
"JO-155504","540"
"NS-86401","540"
"JE-156103","540"
"MK-181603","539"
"TB-115952","539"
"RA-192851","539"
"MT-80701","539"
"CB-120252","538"
"JM-55352","536"
"TB-110552","536"
"SJ-201253","535"
"CS-118604","535"
"DW-35403","535"
"TC-115351","534"
"MM-182804","534"
"JL-155051","534"
"JJ-157603","534"
"PP-189553","533"
"CS-19501","533"
"KM-163751","532"
"BF-9751","532"
"MH-81151","531"
"DO-134352","531"
"HR-148303","530"
"MS-173654","530"
"IM-50551","530"
"FH-143653","529"
"LW-171251","529"
"RR-193154","527"
"LC-68851","527"
"BM-115752","527"
"SM-200051","527"
"PO-191954","527"
"JH-159104","527"
"TC-111452","526"
"BF-10802","526"
"CM-18302","526"
"SB-202903","526"
"DS-131802","526"
"GM-146953","525"
"TT-112652","525"
"LC-168702","525"
"MM-80551","525"
"CS-123552","523"
"ML-173952","523"
"NF-85952","523"
"KE-164204","522"
"JD-160152","521"
"PS-190453","521"
"KL-66451","521"
"BM-111402","520"
"MF-176651","519"
"CW-19051","519"
"KD-164954","519"
"AJ-9602","518"
"LH-167501","516"
"RO-197802","516"
"JG-151603","516"
"HF-49952","515"
"VM-218351","514"
"SK-199903","514"
"PJ-88351","514"
"EH-37651","513"
"CC-21001","513"
"MM-80552","513"
"JW-159553","512"
"PG-188203","512"
"RH-196001","512"
"AY-105553","512"
"AB-101654","511"
"TG-216404","510"
"BS-113652","510"
"SJ-102153","510"
"EB-39302","509"
"AS-102853","508"
"BD-116353","508"
"JM-58651","508"
"MS-75302","507"
"JK-56251","507"
"KB-166002","506"
"MW-82351","506"
"GM-145004","506"
"LW-69902","505"
"KA-65252","505"
"HA-49202","505"
"TS-212052","504"
"FW-43952","503"
"TP-111302","503"
"CD-19801","503"
"JF-154151","502"
"PN-87751","502"
"NC-183402","501"
"CL-127004","501"
"KC-166752","500"
"LO-71702","499"
"RE-194052","499"
"SD-204853","499"
"MT-78152","498"
"RW-95402","498"
"KE-64201","498"
"SC-203803","498"
"JD-157902","498"
"HJ-48752","496"
"MY-82951","496"
"LC-169302","496"
"RE-194502","495"
"JC-157753","495"
"SV-208152","494"
"DD-135701","493"
"JS-156854","492"
"JS-159402","492"
"AC-104503","492"
"NM-185203","492"
"MV-81902","492"
"DD-135703","491"
"DB-36151","490"
"JL-58352","489"
"AM-7051","489"
"TH-211003","489"
"LO-171703","489"
"BN-115154","488"
"KB-66003","487"
"TA-213854","487"
"BM-116503","486"
"SF-109651","486"
"BD-113201","486"
"CM-119354","486"
"NZ-185653","485"
"NW-84003","485"
"LO-171704","484"
"AH-751","484"
"SS-108751","484"
"WB-218504","484"
"MG-176953","483"
"CV-122954","482"
"BP-111552","482"
"GD-45902","482"
"DB-130603","481"
"BP-11851","481"
"JD-60152","481"
"SS-208752","481"
"CC-121454","481"
"MS-179804","481"
"JB-54002","480"
"DB-136604","480"
"JP-154603","480"
"LW-168252","480"
"KT-164652","480"
"JK-156252","480"
"LP-170952","480"
"EB-41701","480"
"BW-112002","479"
"CR-28202","479"
"DB-129104","478"
"CB-120253","478"
"EK-37952","478"
"FP-143202","478"
"TZ-215801","477"
"PM-91351","477"
"SH-99751","476"
"DV-130452","476"
"EB-39752","476"
"CC-126703","476"
"HE-148002","476"
"PF-91652","476"
"LS-72302","475"
"TC-214752","475"
"JM-152503","475"
"EL-37352","475"
"TB-212801","473"
"ES-140803","473"
"CD-119204","473"
"AZ-7501","472"
"AS-100904","471"
"PN-87752","471"
"CM-23851","470"
"AY-105551","470"
"JB-59252","469"
"MH-172901","469"
"TG-116401","469"
"CC-21451","468"
"AH-101202","468"
"HW-49352","468"
"EB-37502","468"
"MP-174702","467"
"EJ-41551","467"
"LH-169002","467"
"CD-27901","467"
"CC-122203","467"
"TS-211602","466"
"RO-97802","465"
"DB-31202","465"
"JP-61352","465"
"AA-6452","465"
"DB-129701","465"
"SP-208602","463"
"LL-68402","463"
"CA-120553","463"
"GH-46653","463"
"BD-117704","462"
"SF-102001","461"
"BW-112004","461"
"SG-208903","460"
"HZ-149503","460"
"AA-103154","460"
"MW-182202","459"
"DB-135553","459"
"BP-10501","459"
"PF-91201","457"
"MS-73651","457"
"TG-116402","457"
"PR-188804","457"
"BP-112902","457"
"LW-169903","456"
"CK-127603","456"
"EB-37051","455"
"RH-196004","455"
"DB-136602","455"
"PO-191953","455"
"NL-183103","455"
"SJ-105001","454"
"BN-115151","453"
"TB-212802","453"
"VT-217004","452"
"LS-169454","451"
"JS-155952","451"
"Dl-36001","451"
"AJ-9451","451"
"MC-181003","451"
"AC-106152","451"
"HR-47701","450"
"DL-128654","450"
"DB-33601","449"
"SM-109051","449"
"BV-112454","449"
"DP-31651","448"
"BP-110501","448"
"CR-28201","448"
"TT-212653","448"
"CR-128204","447"
"NF-183853","445"
"TB-213551","445"
"NF-84753","445"
"JK-52052","444"
"SB-201704","444"
"NC-184151","444"
"JH-158204","443"
"TC-114753","443"
"RA-99452","442"
"GP-47402","442"
"BE-114553","442"
"KH-63602","442"
"AY-5551","442"
"DK-32251","442"
"KN-64502","441"
"KL-165553","440"
"DC-132851","440"
"GG-146504","440"
"CS-121302","440"
"AM-107053","440"
"TT-212654","439"
"FM-143803","439"
"NM-185204","439"
"KB-66001","438"
"SP-108601","438"
"AR-105103","436"
"DW-131952","435"
"BS-116651","435"
"JC-161054","435"
"MT-178154","435"
"GM-146952","434"
"BW-111103","434"
"SB-101851","433"
"NG-183551","433"
"JL-155052","433"
"EK-137953","432"
"SV-108153","432"
"TB-211903","432"
"JB-154001","432"
"EM-140954","431"
"CR-126254","430"
"RF-198404","429"
"PM-189402","429"
"LC-168704","429"
"PJ-90151","429"
"AB-101501","429"
"BM-115754","428"
"BP-110951","427"
"HR-148302","427"
"CD-119804","427"
"SM-109502","426"
"SU-206653","426"
"MH-80251","426"
"AA-4803","424"
"RP-92702","424"
"JM-52652","424"
"SG-104701","423"
"NP-183254","423"
"AS-451","423"
"GM-46951","423"
"JS-160302","423"
"PM-89402","422"
"VG-218054","422"
"AC-4501","422"
"MG-178904","422"
"DL-33151","421"
"RH-95552","421"
"ND-183701","421"
"MZ-175154","420"
"JO-55502","419"
"SP-105451","419"
"AW-8401","418"
"PG-88201","418"
"JC-53401","418"
"MH-74551","418"
"CA-19651","417"
"MH-72901","417"
"GR-145603","417"
"DB-135552","417"
"TC-111451","417"
"RH-95102","416"
"KE-164202","416"
"AG-7651","415"
"TB-212501","415"
"JM-152654","413"
"CT-119951","413"
"TS-110853","413"
"CC-126702","413"
"MB-80852","413"
"TM-210101","413"
"GH-144253","413"
"AG-5251","413"
"LW-171254","412"
"RE-194503","412"
"JH-54301","412"
"JO-52801","412"
"MM-180553","412"
"CG-125204","411"
"GW-146052","411"
"AR-108251","411"
"AB-1652","411"
"AI-8552","410"
"RM-193753","410"
"AR-4052","410"
"GM-146951","409"
"DW-35402","409"
"EM-40953","408"
"IM-50552","408"
"KA-65251","407"
"RB-97053","406"
"MG-81451","406"
"EJ-137202","405"
"DW-35851","405"
"LW-172152","404"
"ME-73201","404"
"RF-197352","404"
"BD-116053","403"
"FW-43951","403"
"CR-26251","403"
"RE-94502","403"
"CC-26101","403"
"DH-36753","402"
"JJ-154454","402"
"RH-95101","400"
"CV-22952","400"
"SW-203503","400"
"MB-180854","400"
"RB-94652","400"
"BW-11101","400"
"JE-56101","399"
"KM-63753","399"
"AT-4351","399"
"LC-169603","399"
"MA-175604","399"
"CR-27301","399"
"LS-172302","399"
"DL-29252","398"
"JM-52651","397"
"SM-209501","397"
"TS-116101","397"
"CG-120404","397"
"MW-82352","397"
"CV-28051","397"
"NC-185352","397"
"CM-21152","396"
"JJ-54452","396"
"MZ-175153","396"
"EB-41702","396"
"DW-131953","395"
"CM-27151","394"
"SF-100651","394"
"CC-125502","393"
"JE-161653","393"
"TR-213254","393"
"EH-139451","392"
"NB-186553","392"
"AG-3301","392"
"DR-28801","392"
"SZ-100351","392"
"AJ-107803","391"
"DM-29553","391"
"SW-103502","391"
"AT-4352","389"
"LS-69451","389"
"RR-95251","389"
"BT-116803","389"
"DM-29551","388"
"RD-197204","388"
"AC-4201","388"
"MC-174252","387"
"KF-162853","386"
"CY-127453","386"
"AP-9152","386"
"BW-110654","386"
"GZ-44701","386"
"MG-76951","386"
"BT-114854","386"
"RE-194504","385"
"SS-205904","384"
"EH-37652","384"
"BW-12001","384"
"AA-104803","383"
"JF-154153","383"
"BW-110652","383"
"JK-153254","382"
"PM-89401","382"
"RS-98701","382"
"MM-79202","382"
"BT-13052","381"
"GW-46051","381"
"DK-32252","381"
"HG-50252","380"
"SG-200802","379"
"VB-117452","379"
"LB-167351","379"
"CR-126252","378"
"AJ-7951","378"
"AT-104351","378"
"CD-119801","378"
"CM-18151","378"
"NF-184754","377"
"JL-51303","377"
"DH-136754","377"
"IG-50851","376"
"MO-178003","375"
"JG-151602","375"
"SC-102601","374"
"AB-100154","373"
"FH-142753","373"
"BE-114554","373"
"DO-34352","373"
"RR-95252","373"
"AH-101954","373"
"MM-172604","373"
"EG-39002","372"
"KD-163451","372"
"PS-190452","372"
"LD-170054","372"
"KB-63151","372"
"JE-154753","371"
"JL-58502","371"
"AG-106753","371"
"AR-5101","371"
"GT-147553","370"
"CS-125053","370"
"NF-184752","369"
"BO-13501","369"
"BP-12302","369"
"JW-52201","368"
"BD-16202","368"
"EH-139902","368"
"DB-30602","368"
"CV-122952","368"
"CK-25952","368"
"JP-161353","366"
"JG-51152","365"
"AG-7652","364"
"AT-7352","364"
"PB-91051","364"
"DR-129403","364"
"PM-191353","364"
"VP-217304","364"
"JO-151453","363"
"MM-79201","363"
"CJ-18751","362"
"PB-88053","362"
"AP-109154","361"
"FM-42151","361"
"EM-142003","360"
"CK-122053","360"
"MP-81751","360"
"MF-82502","359"
"DK-28952","358"
"PO-88502","358"
"BB-109904","358"
"CB-20251","358"
"KB-165853","358"
"AJ-109603","358"
"MB-73052","357"
"MK-81601","357"
"LH-67502","357"
"RW-196301","356"
"LD-68552","355"
"AM-103604","355"
"BS-115902","355"
"MS-175304","355"
"NC-85352","354"
"JF-52951","354"
"AH-105854","354"
"PS-187604","354"
"RD-199004","353"
"GM-44401","353"
"LF-71851","351"
"SF-209652","350"
"PW-192403","350"
"CC-121004","350"
"Co-26401","350"
"EM-140653","349"
"PW-90302","349"
"AG-103004","349"
"KF-162851","349"
"JM-58652","349"
"BS-113651","349"
"LW-72153","349"
"GH-144254","349"
"RH-195103","348"
"JG-153103","347"
"RL-96152","347"
"NC-85351","347"
"ON-87151","346"
"AS-101353","346"
"RW-196904","344"
"TD-209952","344"
"LS-172452","344"
"LL-68401","344"
"MA-79951","343"
"SP-106502","342"
"AW-108404","342"
"PS-90451","341"
"LS-72001","341"
"LW-171253","341"
"KH-66301","340"
"JD-160604","339"
"MS-178304","339"
"RF-98402","338"
"TS-112051","338"
"BT-113953","337"
"DO-34351","337"
"JM-161952","336"
"TS-210852","336"
"HK-48902","336"
"LC-71403","336"
"SP-106501","336"
"BF-9752","336"
"SJ-201251","335"
"SC-102602","334"
"GH-44851","334"
"PA-90602","334"
"RB-195704","333"
"CR-125803","333"
"DK-31501","333"
"MC-81001","332"
"KD-63451","332"
"AJ-9601","330"
"SR-107402","330"
"CS-118601","330"
"LT-167654","330"
"RK-193004","329"
"DF-131353","329"
"HJ-148754","328"
"RB-197054","328"
"Dp-32401","328"
"BT-16802","326"
"NP-186852","326"
"DO-36453","326"
"MT-80702","326"
"RB-197052","325"
"CM-127153","325"
"PW-90301","325"
"CS-121304","325"
"CL-18901","325"
"AG-105251","324"
"CM-26551","324"
"VW-117752","323"
"RS-98702","323"
"NP-183252","322"
"CA-22651","321"
"CS-23552","321"
"SF-200654","319"
"GK-46201","318"
"RB-194354","318"
"JF-53551","318"
"LT-71102","317"
"FM-143802","317"
"AA-103752","317"
"MV-74852","317"
"BO-14252","316"
"GM-144403","316"
"JR-56702","316"
"JG-51602","315"
"BB-9902","315"
"RD-97202","315"
"JC-53851","315"
"EM-142004","314"
"MS-177101","314"
"HD-47851","314"
"MM-72602","314"
"CD-127901","314"
"SG-200803","314"
"KB-164053","314"
"KT-64651","313"
"CK-22052","313"
"AB-2553","313"
"PM-191354","313"
"DB-131203","312"
"LH-67501","312"
"JF-55652","312"
"JL-151753","311"
"SC-208003","311"
"BV-12451","311"
"SV-109352","311"
"MH-81152","310"
"BS-13802","310"
"TB-112803","309"
"MC-175904","308"
"SA-108303","308"
"TD-109953","308"
"GH-44852","308"
"JS-159404","306"
"BD-116203","306"
"SW-104551","306"
"BD-16201","306"
"JH-58202","306"
"SK-99901","306"
"JB-59251","305"
"DB-131201","304"
"KD-64952","304"
"CM-121902","303"
"EH-139454","303"
"RD-198104","302"
"MG-76501","302"
"SC-106951","302"
"HW-49351","302"
"LF-171851","302"
"KH-166304","302"
"SP-209203","301"
"JK-156401","301"
"BE-14552","301"
"HK-48901","301"
"CS-121754","301"
"AZ-107503","300"
"JB-60001","300"
"PK-189104","300"
"SS-201404","299"
"KH-66901","299"
"BM-115753","299"
"HM-49802","298"
"ML-73951","298"
"CS-23551","298"
"AG-103304","297"
"DB-29101","297"
"DW-135404","297"
"DW-34801","297"
"FC-42452","297"
"SW-107551","297"
"AP-7201","297"
"TP-214152","296"
"SC-204401","296"
"CS-122504","296"
"MH-174404","296"
"TS-114301","296"
"PB-188054","296"
"MP-79651","295"
"AB-1653","295"
"MC-78452","295"
"GM-45002","294"
"MS-78301","294"
"NB-85801","294"
"TW-210253","293"
"PG-188202","293"
"BM-11402","293"
"RM-93751","293"
"CM-123854","292"
"JL-155053","291"
"JF-153551","291"
"HG-148452","291"
"EN-37802","291"
"EB-139752","291"
"KH-66302","290"
"AR-3451","290"
"RS-97652","290"
"KW-65702","289"
"PW-192402","289"
"LA-67801","289"
"AM-3601","289"
"JW-152203","288"
"LH-167504","288"
"TH-211152","288"
"LH-170204","287"
"DC-32851","287"
"AB-602","287"
"JO-152802","287"
"GM-145002","286"
"MP-81752","286"
"JM-61951","286"
"RB-193603","286"
"CS-121753","285"
"AS-100453","285"
"IL-51002","284"
"AH-1201","283"
"EN-137804","283"
"JD-160601","283"
"CC-122201","283"
"JC-153403","283"
"CD-22801","282"
"SB-102901","282"
"GM-144553","281"
"LW-68252","281"
"MG-81452","281"
"MH-77852","280"
"AB-1501","279"
"NC-84151","279"
"SW-103501","279"
"ST-205304","279"
"PB-191501","279"
"SL-101551","279"
"MO-178002","278"
"SN-105602","277"
"MT-78151","277"
"JF-153554","277"
"LW-72152","277"
"NZ-85651","276"
"HG-149653","276"
"TS-210851","276"
"AZ-7503","276"
"AW-109301","274"
"ME-77251","274"
"NB-185804","274"
"JL-51752","274"
"JR-62101","274"
"SS-104103","273"
"GZ-45453","273"
"KC-66752","273"
"VG-218053","272"
"MB-173053","272"
"AJ-107953","271"
"PR-88803","271"
"DB-29103","271"
"MS-177103","271"
"JO-155502","271"
"SA-108301","270"
"BB-115453","270"
"JK-53702","269"
"JA-159704","269"
"KH-165104","269"
"DH-30752","268"
"EH-137653","268"
"AW-9301","268"
"SN-105603","268"
"JD-160154","267"
"TC-212953","267"
"KM-162253","267"
"EH-41851","266"
"MO-179503","266"
"BD-116052","266"
"VG-117901","266"
"DN-36901","265"
"MC-81301","265"
"PS-87601","265"
"GH-144854","264"
"GB-45752","264"
"JR-57002","263"
"JS-56851","263"
"BM-15752","263"
"KW-164353","262"
"JF-154154","262"
"ML-177553","262"
"SC-100951","261"
"JM-155352","261"
"MA-179952","260"
"GM-44552","259"
"RB-95702","259"
"PG-188953","259"
"HM-48601","259"
"TS-111602","258"
"TZ-214452","258"
"NB-85803","258"
"KL-166453","258"
"ZD-119251","257"
"AJ-7952","256"
"DL-28652","256"
"JK-61201","256"
"LW-68251","255"
"MR-175454","255"
"RS-94201","254"
"EB-141103","254"
"EM-142002","254"
"JM-56552","254"
"EH-39901","254"
"HA-49052","253"
"TH-215502","252"
"SH-106351","251"
"AH-104652","251"
"DB-30601","251"
"AR-104053","250"
"HE-148001","249"
"SW-102451","249"
"GT-47552","249"
"JE-57452","249"
"BP-10952","249"
"CM-126552","249"
"CC-126853","248"
"NZ-185652","248"
"MV-74851","248"
"RD-197203","248"
"CM-19352","247"
"CR-125804","246"
"RD-99002","246"
"CV-22951","246"
"DO-36451","246"
"TS-211603","246"
"SP-208601","246"
"PF-91203","246"
"DJ-36301","245"
"LS-169753","245"
"KH-63302","245"
"SW-203504","245"
"PB-92101","244"
"GT-47553","244"
"BT-13952","244"
"RB-193604","244"
"KH-163602","244"
"EM-40653","244"
"SC-104401","243"
"AH-106903","242"
"TB-213554","242"
"BF-12151","241"
"AG-4951","241"
"BN-114704","241"
"BP-111554","241"
"DJ-34201","241"
"JE-156102","240"
"AR-105104","240"
"PS-90452","238"
"MK-79051","238"
"NP-87002","238"
"LS-169752","238"
"MG-82051","237"
"JH-154304","237"
"JR-62103","237"
"EJ-37202","237"
"BN-14701","237"
"JK-56402","236"
"SC-103801","236"
"KW-165704","236"
"LS-172304","236"
"SG-100803","235"
"CL-27001","235"
"CA-27752","234"
"HL-150403","234"
"KF-62851","233"
"DK-33751","233"
"RB-93602","233"
"JG-158054","233"
"CS-25051","233"
"KH-166301","232"
"BB-115451","232"
"PL-89251","232"
"PL-89252","231"
"EC-140502","231"
"AA-103754","229"
"MG-82053","228"
"NL-183104","228"
"SW-102753","228"
"PO-91803","228"
"TB-111901","228"
"ML-80401","228"
"KN-167052","228"
"AG-9001","227"
"ST-105301","227"
"LB-67353","227"
"DC-32852","227"
"SS-208754","227"
"JM-156554","227"
"JH-154302","227"
"GR-145604","226"
"TZ-115802","226"
"DP-31051","226"
"BO-113503","225"
"SM-209054","225"
"MH-174403","225"
"DA-134501","225"
"TS-213404","225"
"AG-2701","224"
"MS-179801","223"
"TP-114151","223"
"CC-21452","223"
"TS-116552","223"
"GB-45751","222"
"SC-100502","222"
"SS-205154","222"
"MZ-173354","221"
"CA-23101","221"
"PB-88051","221"
"SO-103352","221"
"VB-117451","220"
"AD-1802","220"
"MW-82201","220"
"OT-87301","220"
"PA-190601","219"
"AR-5701","219"
"NC-183404","218"
"BP-12902","218"
"SC-202304","218"
"KB-65851","217"
"MS-77701","217"
"LC-68701","216"
"FH-143504","216"
"RB-94351","215"
"SP-106202","215"
"CD-127903","211"
"DM-130153","211"
"CS-22502","211"
"JB-159252","210"
"LR-69152","209"
"VM-116852","209"
"SU-106652","209"
"PK-89101","208"
"BD-16051","208"
"RM-93752","208"
"KW-164354","208"
"AR-5402","208"
"PR-88801","207"
"DK-30902","207"
"NF-84752","206"
"AR-5401","205"
"AB-151","205"
"KD-66151","205"
"AP-107204","205"
"CY-27451","205"
"LT-67651","205"
"JJ-57602","205"
"ME-77252","204"
"JL-52352","204"
"TB-210554","204"
"TS-113403","203"
"RB-95701","203"
"BK-112604","203"
"CG-20402","203"
"KM-162252","203"
"AS-102404","203"
"KN-67051","202"
"CD-22802","202"
"JL-55051","202"
"KD-163453","201"
"NF-184753","201"
"RA-99151","201"
"AR-8252","201"
"RM-96752","201"
"PW-192401","201"
"MN-179354","200"
"MO-175004","200"
"SB-101702","200"
"AG-3002","200"
"EM-38102","200"
"AB-101504","199"
"CM-22352","199"
"DW-34802","199"
"VT-117001","199"
"NC-83403","199"
"LP-70801","198"
"TW-110252","198"
"RM-96751","198"
"PO-88652","198"
"KS-163003","198"
"MC-181304","198"
"AP-9151","198"
"SZ-100352","197"
"BD-13202","197"
"FG-42603","197"
"KM-63752","197"
"AG-2702","197"
"CL-118904","197"
"MR-75452","196"
"VW-117751","196"
"JM-52502","196"
"SC-104402","195"
"RH-194954","195"
"SW-204553","195"
"DJ-35102","194"
"CM-27152","194"
"GT-47102","194"
"CC-121453","193"
"EM-40952","193"
"ML-77551","193"
"LP-70802","193"
"TB-110551","193"
"SN-107101","192"
"DP-31052","192"
"RP-192704","192"
"TB-111752","192"
"AA-3753","192"
"JE-161654","191"
"DL-34951","191"
"LM-70652","191"
"LH-167502","190"
"YS-118801","190"
"AB-6001","190"
"KL-65552","189"
"LF-71852","189"
"MH-74403","189"
"AS-2253","189"
"CD-19803","188"
"RB-97952","188"
"MK-79052","187"
"EB-137503","187"
"HM-48602","187"
"AS-1351","187"
"BD-116354","186"
"SC-100501","186"
"EM-41401","186"
"TB-114002","186"
"KB-64051","184"
"PH-187902","184"
"ML-73952","183"
"RE-94052","183"
"PL-189253","183"
"NC-84152","182"
"BD-16351","182"
"ME-180104","182"
"AH-2102","182"
"DM-30152","182"
"BF-10051","181"
"CK-23251","181"
"NG-84301","181"
